음식,열량
전투식량 2형1식단(김치밥),0.0
전투식량 즉각취식형 1식단,1262.0
제육덮밥,399.3
제육덮밥(01)(05)(06)(10),602.94
제육덮밥(05)(06)(10),897.93
제육덮밥(10),764.78
제육볶음(05)(06)(10),426.02
제육볶음(10),448.82
젤리,11.0
조각케익(01)(02)(04)(05)(06),272.0
조각피자,0.0
조갯살미역국,8.67
조갯살미역국(05),17.33
조갯살미역국(05)(06)(09)(18),39.05
조갯살미역국(05)(18),23.91
조갯살미역국(09),8.67
조갯살미역국(09)(18),40.06
조기구이(06),206.52
조기순살튀김(06),128.07
조기양념찜(05)(06),100.68
조기튀김,106.67
조기튀김(06),251.44
조랭이떡들깨탕(05)(06)(09),170.87
조랭이떡들깨탕(06)(09),196.1
조미김,30.0
주꾸미볶음,169.22
주꾸미볶음(06),209.7
주먹밥,371.6
"주스,카프리썬오렌지망고",
중화비빔밥(01)(05)(06)(10),634.97
중화비빔밥(05)(06)(09)(10)(17),682.44
중화비빔밥(05)(06)(10),676.72
중화식돈까스(05)(06)(10),617.64
쥐어채무침(완),0.0
쥐포조림(05)(06),57.59
즉석쌀국수(사골맛),325.0
즉석카레소스(06)(10),250.8
지코바치킨덮밥(05)(06)(12)(15),535.95
지파이(01)(02)(05)(06)(12)(15)(18),548.35
지파이(01)(05)(06)(15),762.11
지파이(완제품)(01)(05)(06)(15),592.35
진한육개장(완),294.0
집게맛살튀김(01)(05)(06)(08),145.01
짜계치(01)(05)(06)(10),504.0
"짜먹는 발효유,부대계약",
짜먹는요구르트(02),38.4
짜사이(05)(06),64.91
짬뽕(06)(09)(17),332.75
짬뽕(06)(17),315.65
짬뽕수제비(05)(06)(09)(17),193.19
짬뽕수제비(06)(09)(17),267.85
짬뽕순두부찌개(05)(09)(17),138.29
짬뽕쌀국수(05)(06)(10)(16)(17)(18),337.04
짬뽕찌개(01)(09)(17),82.31
짬뽕찌개(01)(17)(18),93.07
짬뽕찌개(05)(06)(09)(17),52.98
짬뽕찌개(05)(06)(09)(17)(18),99.92
짬뽕찌개(05)(09)(17),76.65
짬뽕찌개(05)(17)(18),62.1
짬뽕찌개(09)(17),50.73
짬뽕찌개(17),63.04
짬뽕파스타(05)(06)(09)(17),74.65
쫀득치킨꿔바로우(05)(06)(15),336.64
쫀득치킨꿔바로우후르츠소스(05)(06)(15),382.64
쫄면(01)(05)(06),401.22
쫄면(01)(06),277.1
쫄면야채무침(05)(06),65.46
쭈꾸미덮밥(05)(06),472.73
쭈꾸미덮밥(05)(06)(10),520.48
쭈꾸미덮밥(05)(06)(17),542.82
쭈꾸미볶음(06),205.07
쭈꾸미야채볶음(05)(06),121.34
찐고구마,109.65
찐만두&간장(05)(06),310.25
찐만두&간장(05)(06)(10),232.51
찐만두(05)(06),61.67
찐만두(05)(06)(10),246.89
찐새우만두(05)(06)(08)(09)(10)(17)(18),230.39
차돌깍두기볶음밥(05)(16),1080.0
차돌깍두기볶음밥(완)(16),137.0
차돌된장찌개(완),0.0
차돌박이된장찌개(완),3.96
차돌박이숙주볶음(17)(05)(06)(16)(18),467.91
차돌박이숙주볶음(17)(16)(18),155.95
차돌박이숙주찜(16),830.9
차돌박이청경채볶음(05)(06)(16),150.38
차돌박이청경채볶음(05)(06)(16)(18),157.03
차돌볶음우동(05)(06)(16)(18),595.37
차돌육개장(01)(05)(06)(16),116.87
차돌육개장(완)(05)(16),218.49
차돌육개장(완)(16),215.0
차돌짬뽕(01)(05)(06)(09)(10)(15)(16)(17)(18),505.26
차돌짬뽕(01)(05)(06)(09)(16)(17),517.94
차돌짬뽕(01)(05)(06)(09)(16)(17)(18),556.29
차돌짬뽕(01)(06)(16)(17),497.85
차돌짬뽕(05)(06)(09)(16)(17),535.26
차돌짬뽕(05)(09)(16)(17),320.06
차슈덮밥,403.65
차슈덮밥(02)(05)(10),461.98
차슈덮밥(05)(06)(10)(18),721.61
차슈덮밥(05)(10),658.55
참깨드레싱,0.0
참돔튀김(01)(06),324.87
참외(4월~5월),38.0
"참외,신선형(참외(78월))",38.0
참치김치볶음,96.17
참치김치볶음(05)(12)(16),57.29
참치김치볶음(09)(18),193.93
참치김치찌개(05),99.42
참치김치찌개(05)(09)(18),190.09
참치나쵸샐러드(12)(13),309.62
참치마요구운주먹밥(01)(05)(07),340.0
참치마요덮밥(01),627.57
참치마요덮밥(01)(05),456.94
참치마요덮밥(01)(05)(06),124.31
참치마요덮밥(01)(05)(06)(15)(18),707.24
참치마요주먹밥(01)(05),421.66
참치마요주먹밥(01)(05)(06),409.4
참치마요주먹밥(01)(05)(13),363.68
참치마요주먹밥(05),413.16
참치미역국(05),76.26
참치샐러드&모닝빵(01)(05)(06)(12)(18),1277.4
참치야채비빔밥,575.99
참치야채비빔밥(05)(06),550.43
참치야채비빔밥(05)(06)(13),703.29
참치야채비빔밥(06)(13),661.99
찹스테이크(06)(10)(12),453.78
찹스테이크구이&소스(05)(06)(12)(16)(18),155.75
찹쌀꿔바로우,133.32
찹쌀꿔바로우(01)(05)(06)(10),570.51
찹쌀꿔바로우(05)(06),143.57
찹쌀밥,314.0
찹쌀탕수육(05)(06)(10),263.49
찹쌀탕수육(05)(06)(10)(12),381.96
천사채마요무침(01)(08),122.5
청국장(05),81.88
청국장(05)(06)(10),152.82
청국장(05)(09)(16),120.82
청국장(05)(10),112.47
청국장(05)(16),50.17
청양마요치킨(01)(05)(06)(15),510.01
청양마요치킨(01)(06)(15),403.47
청양마요치킨(01)(15),504.86
청양마요치킨(05)(06)(15),563.41
청양마요치킨(06)(15),390.8
청양마요치킨(15),451.19
청양크림돈가스(06)(10),485.74
청포묵김가루무침,30.32
청포묵김가루무침(01),63.05
청포묵김가루무침(01)(05)(06),64.51
청포묵김가루무침(05)(06),42.39
초계국수(01)(05)(06)(09)(15),307.27
초코과자,275.55
초콜릿(3사교),286.0
"초콜릿,부대계약",
총각김치,15.17
총각김치(09),13.69
추어탕(완),0.0
추억의도시락(05),417.76
추억의도시락(05)(06)(10),492.16
취나물밥&양념장(05)(06)(10),417.24
츄러스(01)(02)(05)(06),222.45
치아바타샌드위치,601.55
치아바타샌드위치(01)(02)(05)(06)(10)(13)(16)(18),610.13
치아바타샌드위치(01)(02)(05)(06)(10)(16),842.3
치아바타샌드위치(01)(02)(05)(06)(13)(16)(18),545.03
치아바타샌드위치(01)(02)(05)(06)(16),1039.5
치아바타샌드위치(완)(01)(02)(05)(06)(10)(12)(15)(16)(18),549.9
치즈닭갈비(02)(05)(06)(15),388.7
치즈돈가스(02)(05)(06)(10),560.51
치즈돈가스(02)(05)(10),410.51
치즈돈가스(06)(10),479.26
치즈롤까스(02)(05)(06)(10),545.0
치즈롤까스(02)(05)(06)(10)(12)(16)(18),547.5
치즈롤까스(05)(06)(12)(16)(18),417.5
치즈롤까스(05)(10),404.5
치즈롤까스(10),475.0
치즈볼,110.51
치즈볼(02),358.51
치즈볼(02)(05)(06)(12),297.1
치즈불고기버거(01)(02)(06)(12),764.72
치즈사각피자,0.0
치즈스틱(02)(05)(06),129.0
치즈함박스테이크소스,55.25
치즈함박스테이크소스(01)(02)(05)(06)(10)(12)(13)(16),279.25
치즈함박스테이크소스(12),570.75
치커리유자청무침,29.75
치킨가라아게,437.21
치킨가라아게(01),628.18
치킨가라아게(05)(06)(15),468.06
치킨가스(완제품),138.13
치킨가스(완제품)(01),219.13
치킨가스(완제품)(01)(05)(06)(12)(15),506.47
치킨가스(완제품)(01)(05)(06)(15),689.73
치킨가스(완제품)(12),180.28
치킨까스,110.51
치킨너겟(01),227.45
치킨너겟(01)(02)(05)(06)(12)(15)(16)(18),377.45
치킨너겟(01)(02)(05)(06)(15),322.45
치킨너겟(01)(05),403.45
치킨너겟(01)(05)(06)(15),543.47
치킨너겟(01)(06)(15),494.26
치킨너겟강정(01)(06)(15),356.71
치킨데리야끼마요덮밥(01)(05),101.03
치킨데리야끼볶음밥(완)(15),320.0
치킨마요덮밥(01)(05),95.89
치킨마요덮밥(01)(05)(06)(15),458.4
치킨샐러드(01)(15),204.52
치킨텐더,392.22
치킨텐더(01),194.94
치킨텐더(01)(05),180.86
치킨텐더(01)(06)(15),650.56
치킨텐더(01)(15),467.46
치킨텐더(02)(05)(06)(09)(15)(16)(17),378.1
치킨텐더(05)(12),469.65
치킨텐더(06)(12)(15),637.34
치킨텐더(15),398.22
치킨텐더또띠아(01)(02)(05)(06)(12),319.48
치폴레체다치즈프라이(01)(02)(05)(12)(13)(16),263.9
카레덮밥(카레가루),240.81
카레덮밥(카레가루)(10),210.61
카레밥(02)(05)(06)(10)(16),614.51
카레밥(02)(05)(06)(16),551.81
카레밥(06)(10),250.8
카레우동(01)(05)(06),727.54
카레우동(02)(05)(06)(15)(16),516.95
카페라떼,168.0
카프리썬사과 200ml 200ml,60.0
카프리썬오렌지,60.0
카프리썬오렌지망고,
커피음료,
컵과일(대추방울토마토),17.0
컵과일(사과대추방울토마토),44.72
컵스프,0.0
컵시리얼,0.0
코다리순살조림(05)(06),87.16
코다리순살콩나물찜(05),115.09
코다리조림(05)(06),89.1
코다리콩나물찜(05)(06)(09),145.56
코코아 음료 분말(간호사관학교),412.0
코코팜망고코넛,122.3
콘소메웨지감자(05),220.2
콘옥수수야채무침,91.97
콘옥수수야채무침(01),102.87
콘옥수수야채무침(01)(02)(05)(06)(08),609.43
콘옥수수야채무침(01)(05)(06)(08),176.22
콘옥수수야채무침(01)(06),154.26
콘옥수수야채무침(06),155.87
콘치즈오븐구이(02)(05)(06)(08),166.92
콜라,117.5
콩국수(01)(05)(06)(12),579.41
콩나물국(02)(05)(06)(09)(16),14.57
콩나물국(05)(06)(09)(16),14.62
콩나물국(05)(09),19.58
콩나물국(05)(09)(16),18.81
콩나물국(09),11.75
콩나물국(09)(16),18.81
콩나물국밥(01)(05)(06)(09)(17),391.71
콩나물국밥(01)(05)(09),386.86
콩나물김치국,23.52
콩나물김치국(05),14.19
콩나물김치국(05)(09),22.87
콩나물김치국(05)(09)(18),30.88
콩나물김치국(09),26.68
콩나물매운무침,25.22
콩나물매운무침(05),43.44
콩나물매운무침(05)(16),25.41
콩나물매운무침(16),25.41
콩나물무침(05)(06),37.73
콩나물밥&부추양념장(05)(06),396.4
콩나물밥&부추양념장(05)(06)(10),423.59
콩나물밥(05)(06),410.26
콩나물불고기덮밥(05)(06)(10),594.72
콩나물파채무침(05),22.65
콩비지찌개(05)(09)(10),68.74
큐브스테이크,21.49
큐브스테이크(05)(06)(10),630.85
큐브스테이크(05)(06)(10)(12),505.03
크래미숙주무침(08),54.22
크래미스크램블(01)(05)(06)(08)(12),94.11
크래미야채볶음(05)(06)(08)(12),61.31
크로와상,254.9
크로와상&딸기쨈(01)(02)(05)(06),486.67
크로와상(01)(02)(05)(06),665.4
크로와상(01)(02)(05)(06)(10)(16),719.0
크로와상(06),204.0
크로크무슈(01)(02)(05)(06),623.67
크리미어니언치킨까스(01)(02)(05)(06)(13)(15),293.1
크림감자뇨끼(06)(10),319.95
크림떡볶이,468.01
크림떡볶이(05),466.91
크림스파게티(06)(10),748.69
크림우동,482.14
크림치즈,0.0
키조개미역국(05)(06)(18),21.11
타코샌드위치(01)(02)(05)(06)(10)(12)(13)(16),423.49
타코샌드위치(01)(02)(05)(06)(12),437.36
타코샌드위치(01)(02)(05)(06)(12)(13)(15)(16)(18),359.88
타코샌드위치(01)(02)(05)(06)(12)(13)(16),377.05
타코샌드위치(01)(05)(06),272.91
타코샌드위치(01)(05)(06)(12)(13)(15)(16)(18),344.37
타코샌드위치(01)(05)(06)(12)(13)(16),314.51
타코샌드위치(01)(05)(06)(16),272.91
타코야끼,0.0
타코야끼(01)(05)(06),202.15
탄두리치킨,125.67
탄두리치킨(15),404.8
탄두리치킨또띠아(06)(12)(15),297.5
탄두리치킨또띠아(06)(15),278.5
탄두리치킨또띠아(15),172.0
탄산음료,112.0
탄탄면(01)(02)(05)(06)(10)(15)(16)(18),721.78
탕수육,48.73
탕수육(05)(06),43.3
탕수육(05)(06)(10),545.35
탕수육(05)(06)(10)(12)(16),195.91
탕수육(05)(06)(12),505.82
탕수육(06)(10),347.48
탕수육(완제품용)(05)(06)(10),330.0
탕수육(완제품용)(05)(06)(10)(12),384.49
탕후루(완제품),0.0
태국식돼지고기덮밥(01)(10)(18),645.48
탱글소시지철판볶음밥(05)(10),673.64
탱글소시지철판볶음밥(10),673.15
토마토(비생산기)(12),17.82
토마토달걀볶음(01)(05)(06)(12)(18),135.87
토마토카레라이스(10)(12),139.51
토마토해물스파게티(02)(05)(06)(09)(16)(17)(18),774.51
토마토해물스파게티(02)(05)(06)(09)(16)(18),526.61
"토핑형 발효유,부대계약(02)(06)",165.0
통새우볶음밥,786.32
통새우볶음밥(01)(05)(08)(09),781.17
통새우볶음밥(01)(05)(08)(09)(12),781.47
통새우볶음밥(05),93.44
파김치,21.24
파김치(09),20.65
파닭(파채닭튀김)(05)(06)(15),472.11
파송송계란국(01)(05)(06)(09),38.67
파송송계란국(01)(09)(16),40.25
파송송계란국(01)(16),40.25
파스타샐러드(완)(01)(05)(06),146.25
파채돈가스(05)(06)(10),509.05
파채무침,22.85
파채무침(05)(06),23.41
파채콩나물무침,21.93
파채콩나물무침(05),21.4
팔보채덮밥(09)(17)(18),508.44
팝콘형치킨너겟,107.46
팝콘형치킨너겟(01),24.35
팝콘형치킨너겟(01)(06),447.36
팝콘형치킨너겟(01)(06)(12),555.67
팝콘형치킨너겟(01)(06)(15),320.25
팥빙수,180.0
팥죽,221.49
팽이버섯계란국(01)(05)(06)(16),36.92
팽이버섯국(01)(05),53.27
팽이버섯두부국(01)(05),52.56
팽이버섯두부국(05),52.36
팽이버섯두부국(05)(06),33.16
팽이버섯두부국(05)(06)(16),49.34
팽이버섯두부국(05)(16),32.04
페퍼로니치아바타(완)(01)(02)(05)(06)(10)(12)(15)(16)(18),941.4
편육/쌈무(09)(13)(16),995.41
"포도,신선형(포도(811월))",38.088
포테이토크림스프(02)(05)(06)(10)(15)(16),38.51
포테이토크림스프(완)(02)(05)(06)(10)(15)(16),88.0
폴드포크버거(01)(02)(06)(10),546.14
푸실리샐러드(완),31.6
푸실리샐러드(완)(01)(06),16.8
푸실리샐러드(완)(05)(06)(12)(16),89.5
푸실리샐러드(완)(06)(12),31.6
푸팟퐁커리(01)(05)(06)(08),254.75
피자,170.0
피자떡볶이(01)(02)(05)(06)(10)(12),306.11
피자떡볶이(02)(05)(06)(10)(12)(16),219.26
피크닉청포도,75.0
피타브레드샌드위치(01)(05)(06)(10)(12)(13),874.34
피타브레드샌드위치(01)(05)(06)(12)(13),456.11
하와이안찹스테이크(05)(10),377.39
하와이안찹스테이크(10),543.25
하와이안함박(12),115.78
하이라이스(02)(05)(06)(10)(12)(15)(16),656.88
하이라이스(02)(05)(06)(12)(15)(16),56.83
하이라이스덮밥,363.0
하이라이스덮밥(02)(05)(06)(10)(12)(15)(16),611.1
한라봉,95.94
한방삼계탕(15),814.67
한우갈비탕(05)(16),419.88
한우소머리국밥(02)(05)(06)(15)(16)(18),131.16
한우소머리국밥(05)(06)(16),867.61
할라피뇨,30.0
할라피뇨소시지구이(01)(05)(10)(12)(13)(16),118.2
할라피뇨소시지구이(01)(10)(12),203.9
함박스테이크,56.0
함박스테이크(05),407.37
핫도그(10),295.25
핫도그빵(01)(06),807.73
핫도그빵(01)(06)(10)(12),950.06
핫도그빵(01)(06)(12),682.92
핫도그빵(06)(10),728.92
해물동그랑땡,390.76
해물동그랑땡(12),459.11
해물동그랑땡(완제품),116.0
해물동그랑땡(완제품)(01)(06),244.0
해물동그랑땡(완제품)(05)(06)(17),15.75
해물동그랑땡야채볶음(05)(06),239.62
해물동그랑땡야채볶음(05)(06)(17),183.37
해물볶음우동(05)(06)(09),545.7
해물사천짜장(05)(06)(09)(17),621.08
해물칼국수(05)(06)(09)(17)(18),482.01
해물칼국수(05)(06)(18),34.99
해물파전,365.28
해물파전(완)(05)(06)(09)(17),25.6
해쉬브라운,126.0
해쉬브라운(05),432.0
해쉬브라운케찹(05)(06)(12),237.48
"해태에이치티비,갈아만든배,238ml",40.0
"해태에이치티비,복숭아봉봉,340ml(11)",81.0
"해태에이치티비,코코팜망고코넛,340ml",122.3
햄&치즈크로와상(01)(02)(05)(06),246.0
햄&치즈크로와상(02)(05)(06),154.8
햄마요덮밥(01)(05)(06)(10),368.26
햄버거스테이크(05)(06)(10)(12)(16),229.0
햄버거스테이크(06)(10)(12)(16),427.5
햄버거스테이크(06)(10)(16),339.2
햄버그스테이크,0.0
햄소시지찌개(01)(05)(06)(10),215.06
햄소시지찌개(05)(06)(09)(10)(13)(18),215.11
햄소시지찌개(05)(06)(10),223.23
햄소시지찌개(05)(06)(10)(13),156.51
햄소시지찌개(05)(10)(13),99.72
햄소시지찌개(10),47.81
햄슬라이스야채볶음,75.74
햄슬라이스야채볶음(02)(05)(06)(10)(15)(16),146.13
햄슬라이스야채볶음(05)(06)(10),142.16
햄슬라이스야채볶음(05)(06)(10)(13),217.48
햄슬라이스야채볶음(10),156.91
햄야채볶음밥(01)(05)(06)(10)(12)(15),533.15
햄야채볶음밥(02)(05)(06)(10)(12)(15)(16)(18),1265.75
햄야채볶음밥(05),465.75
햄야채볶음밥(05)(06)(10)(12),518.87
햄야채볶음밥(05)(06)(10)(12)(18),503.92
햄야채볶음밥(05)(10),409.92
햄야채볶음밥(05)(10)(12),393.05
햄야채볶음밥(05)(10)(12)(13),447.65
햄야채볶음밥(10),587.63
햄야채볶음밥(10)(12),545.09
햄주먹밥(05)(06)(10)(18),98.79
햄치즈버거(01)(02)(06)(10)(12),1205.03
햄치즈버거(01)(02)(06)(12),738.4
햄치즈버거(01)(02)(10)(12),785.69
햄치즈버거(01)(06)(10)(12),749.43
햄치즈버거(06)(10),722.17
햄치즈에그샌드위치(01)(02)(05)(06),334.76
햄치즈에그샌드위치(01)(02)(05)(06)(10),405.85
햄치즈에그샌드위치(01)(02)(05)(06)(10)(12)(13)(16),911.85
햄치즈에그샌드위치(01)(02)(05)(06)(10)(15)(16),554.74
햄치즈에그샌드위치(01)(02)(05)(06)(10)(16),500.59
허니요거트드레싱,0.0
허브치킨플레로티(01)(05)(12)(13)(16),188.9
허브치킨플레로티(05),180.0
호떡쌀군만두(01)(05)(06)(10),223.95
호박된장찌개(05),62.13
호박된장찌개(05)(06),71.45
호박된장찌개(05)(06)(09),70.9
호박된장찌개(05)(06)(09)(16),89.22
호박된장찌개(05)(06)(16),57.35
호박된장찌개(05)(09)(16),45.97
호빵,170.8
홍합탕,35.99
홍합탕(05),40.32
홍합탕(18),48.76
황태찜,199.45
황태채국(01),51.13
황태채국(01)(05),84.86
황태채국(01)(05)(09),97.52
황태채무침,94.98
황태해장국(01)(05),98.2
황태해장국(01)(05)(06),86.08
회오리감자(05),198.56
후르츠칵테일샐러드(01)(05)(12),86.53
후리가케밥,363.0
후리가케밥(01)(05)(06),152.26
후리가케밥(05)(06),365.79
후리가케밥(소량)(04)(05)(06),140.85
후리가케밥(소량)(05)(06),217.2
후리카케밥,367.57
후리카케밥(소량)(01)(05)(06),107.95
훈제계란(01),70.08
훈제닭다리(완)(01)(05)(15),210.5
훈제삼겹(01)(02)(05)(10),522.0
훈제삼겹살구이(05)(06)(10)(16),602.0
훈제삼겹살구이/명이나물(01)(02)(05)(06)(10),611.5
훈제삼겹살구이/명이나물(01)(02)(05)(06)(10)(15),680.5
훈제삼겹살구이/명이나물(05)(06)(10)(15)(16),515.5
훈제연어샌드위치(01)(02)(05)(06)(07)(12)(13),686.55
훈제연어스테이크,340.95
훈제연어스테이크(05),410.05
훈제오리&또띠아쌈(01)(15),372.04
훈제오리/쌈무/머스타드소스(01),269.33
훈제오리냉채,268.02
훈제오리볶음(01)(02)(05)(06)(18),344.64
훈제오리볶음(05)(06),242.67
훈제오리볶음(05)(06)(18),461.11
훈제오리볶음(18),242.86
훈제오리볶음밥(01)(02)(05)(06)(18),766.51
훈제오리볶음밥(02)(05)(06)(09)(16)(18),725.68
훈제오리볶음밥(02)(05)(06)(16)(18),722.18
훈제오리볶음밥(05)(06)(18),426.18
훈제오리포케(01)(02)(05)(06)(13)(16)(18),930.52
흑미밥,381.75
