음식,열량
배추된장국(05),51.78
배추된장국(05)(06),46.35
배추된장국(05)(06)(09),74.89
배추된장국(05)(06)(09)(16),57.57
배추된장국(05)(16),48.73
배추된장국(09),29.89
배추된장국(09)(16),24.36
배추쌈(05)(06),52.11
백김치,15.12
백김치(09),14.7
버섯강정(01)(05)(06)(12),411.62
버섯강정(01)(06)(12),426.58
버섯된장찌개(05)(06),75.39
버섯쇠고기찌개(05)(16),56.76
버섯탕수(01)(06),362.79
버섯호박볶음(05)(06)(09),124.27
버섯호박볶음(05)(06)(09)(16),139.44
버터(02),76.1
버터간장계란밥(01)(05)(06),534.05
버팔로봉(05)(15),400.0
버팔로윙(05)(06)(15),510.3
버팔로윙(05)(15),660.0
버팔로윙(완)(05)(06)(15),238.68
벌집감자구이(튀김)(05)(12),227.3
벌집양념갈비(10),460.14
베이글&대파크림치즈(01)(02)(05)(06),840.0
베이글&대파크림치즈(01)(02)(06),560.0
베이글(01)(02)(05)(06),1032.47
베이글(01)(02)(06),686.0
베이컨감자채볶음,81.79
베이컨감자채볶음(05)(10),244.04
베이컨감자채볶음(10),172.99
베이컨계란찜(01),71.89
베이컨계란찜(01)(10),147.89
베이컨구이,0.0
베이컨구이(02)(05)(10),29.0
베이컨구이(10),60.8
베이컨구이(10)(13),60.8
베이컨김치볶음,56.55
베이컨김치볶음(10),237.7
베이컨김치볶음밥(05)(06),458.72
베이컨김치볶음밥(05)(06)(09)(10)(12)(16)(18),490.15
베이컨김치볶음밥(05)(06)(09)(18),444.32
베이컨김치볶음밥(05)(06)(10)(12)(16)(18),487.65
베이컨김치볶음밥(05)(06)(10)(18),617.84
베이컨김치볶음밥(05)(06)(18),419.79
베이컨김치볶음밥(05)(10)(18),489.86
베이컨김치볶음밥(05)(18),560.76
베이컨김치볶음밥(10),539.55
베이컨김치볶음밥(10)(18),543.6
베이컨김치볶음밥(18),400.49
베이컨리조또(02)(05)(06)(10)(15),608.56
베이컨스크램블덮밥(01)(05)(06)(10)(12)(16)(18),562.17
베이컨스크램블덮밥(01)(05)(06)(18),561.27
베이컨스크램블에그(01),122.07
베이컨시금치볶음(10),198.83
베이컨시금치볶음(10)(18),198.69
베이컨야채볶음,65.92
베이컨야채볶음(05)(06),68.13
베이컨야채볶음(05)(06)(10),153.03
베이컨야채볶음(10),278.72
베이컨조랭이떡볶음(05)(06)(10)(18),359.77
베이컨조랭이떡볶음(05)(06)(18),94.87
베이컨조랭이떡볶음(06)(10),262.69
베이컨조랭이떡볶음(06)(10)(18),265.39
베이컨조랭이떡볶음(06)(18),92.24
베이컨청경채볶음,9.1
베이컨청경채볶음(10),184.71
베이컨크림스파게티(06),203.09
베이컨크림스파게티(10),90.03
병천순대국밥(05)(06)(10)(16),971.96
보리밥&고추장(1/2),211.35
보쌈&족발(09)(10),653.14
보쌈김치,72.0
복숭아(천도)(11),75.44
복숭아봉봉,81.0
볶음밥(05)(06),502.32
볶음밥(05)(06)(10),594.46
볶음밥(05)(06)(16),534.37
볶음밥(12)(16),501.73
볶음밥(16),495.68
볶음짬뽕(01)(05)(06)(10)(15)(16)(17)(18),496.82
볶음짬뽕(01)(05)(06)(10)(16)(17)(18),535.88
볶음짬뽕(05)(06)(10)(16)(17)(18),571.68
볼로네제스파게티(02)(05)(06)(10)(12),678.18
볼어묵볶음(05)(06)(08)(09)(17),148.58
볼카츠덮밥(01)(05)(06)(10),133.12
부대찌개(완),475.0
부추겉절이,25.75
부추겉절이(05)(06),26.71
북경식탕수육 (05)(06)(10),616.4
북어들깨미역국,75.71
북어들깨미역국(05),33.7
북어채국(01)(05)(09),85.0
분모자떡볶이(01),173.1
분모자떡볶이(01)(05)(06)(10),332.98
분모자떡볶이(05)(06),134.04
분모자떡볶이(05)(06)(09)(10),266.65
분모자떡볶이(05)(06)(10),232.89
불고기버거(01)(06)(10)(12),833.01
불고기버거(01)(06)(10)(12)(16),620.81
불고기버거(01)(06)(12),562.36
불고기버거(01)(12),523.11
불고기버거(05)(06),647.39
불고기버거(05)(06)(10)(16),612.29
불고기버거(06)(10)(16),617.03
불고기볶음밥(02)(05)(06)(15)(16)(18),642.68
불고기볶음밥(완)(02)(05)(06)(15)(16)(18),704.0
불고기볶음밥(완)(05)(06)(13)(16),812.5
불고기브리또,216.0
불고기비빔밥(05)(06),964.08
불고기비빔밥(05)(06)(10)(18),995.58
불고기비빔밥(05)(06)(18),1270.28
불고기새우버거(01)(02)(05)(06)(09)(10)(16),688.4
불고기새우버거(01)(02)(05)(06)(10)(12)(15)(16)(18),938.34
불고기새우버거(01)(02)(05)(06)(10)(12)(16),833.44
불고기치아바타샌드위치,601.55
불고기포케(05)(06)(10)(12)(18),720.33
불고기포케(05)(06)(10)(18),713.23
불고기포케(05)(06)(18),354.73
불고기핫도그(01)(02)(05)(06)(10)(12),662.93
불고기핫도그(01)(02)(05)(06)(12),398.23
불닭덮밥(01)(02)(05)(06)(15)(16),734.28
불닭덮밥(01)(05)(06)(15),595.89
불닭덮밥(05)(06)(15),681.94
불닭마요주먹밥,570.0
불닭마요주먹밥(01)(02)(05)(06)(13)(15)(16)(18),355.0
불막창야채볶음(05)(06),401.4
붉은대게살장비빔밥(05),400.11
브라운브레드(01)(02)(05)(06),314.22
브라운브레드(02)(05)(06)(12),375.62
브라운브레드(06),509.9
브라운브레드(06)(12),467.95
브로콜리&초고추장,28.75
브로콜리&초고추장(17),45.86
브로콜리/초고추장(06),54.96
브로콜리/초고추장(06)(17),74.8
브로콜리/초고추장M584:오이부추무침대(06),72.53
브로콜리새우살볶음(09),103.35
브로콜리초고추장,26.03
브로콜리초고추장(06),48.73
브로콜리치즈스프(02)(06),66.01
브로콜리치즈스프(완)(02)(06),80.0
브리또,0.0
브리또(01)(02)(05)(06)(16),216.0
브리오슈핫도그(01)(02)(05)(06)(12),617.61
블랙타이거새우구이,0.0
블루베리베이글&크림치즈(02)(05)(06),609.8
블루베리야채샐러드(01)(05),58.55
블루베리잼,0.0
비빔국수(05)(06),285.15
비빔국수(05)(06)(09),402.46
비빔국수(06),251.41
비빔냉면(01)(03)(06),1021.74
비빔냉면(01)(06),106.85
비빔당면(05)(06),169.25
비빔막국수(03)(05)(06),596.64
비빔만두,180.29
비빔만두(05),531.05
비빔만두(05)(06)(10),492.98
비빔만두(05)(06)(10)(16)(18),496.08
비빔밥(01)(05),533.04
비빔밥(05),544.4
비빔밥(05)(06),607.7
비빔밥(05)(06)(07)(09)(18),529.83
비빔밥(05)(06)(16),778.2
비빔쫄면(01)(05),178.9
비빔쫄면(01)(05)(06),117.58
비빔쫄면(05)(18),127.44
비엔나소시지강정(05)(06)(10)(12),624.65
비엔나소시지야채볶음(05)(06)(10),333.55
비엔나소시지케찹볶음,68.37
비엔나소시지케찹볶음(05)(06)(10),288.53
비엔나소시지케찹볶음(05)(06)(10)(12),371.1
비엔나소시지케찹볶음(05)(06)(12),69.12
비엔나소시지케찹볶음(10),338.37
비엔나소시지케찹볶음(10)(12),375.11
비엔나소시지케찹볶음(12),68.67
비타민음료,90.0
뼈없는감자탕,0.0
뿌리채소닭순살조림(05)(06)(15),236.72
사각어묵야채볶음,18.35
사각어묵야채볶음(05)(06),91.82
사골곰탕,158.49
사골곰탕(05)(06)(16),277.29
사골곰탕(05)(09),90.78
사골떡만둣국(01),652.41
사골떡만둣국(01)(05)(06)(10)(16),617.67
사골떡만둣국(01)(06)(10),840.63
사골만두곰탕(06)(10),341.41
사골우거지국(완),1.41
사골우거지국(완)(02)(05)(06)(15)(16)(18),300.84
사골우거지국(완)(02)(05)(06)(16),210.84
사골우거지국(완)(05)(16),966.71
사골우거지국(완)(16),471.41
사과(홍로),35.424
사과(후지),42.63
사이다,97.5
사인머스켓,45.0
사천식잡채덮밥(10)(18),548.61
삶은계란(01),70.28
삼겹김치찌개(05)(06)(10),144.87
삼겹김치찌개(06)(10),93.28
삼겹살구이(05)(06)(10),913.07
삼겹살구이(05)(10),650.37
삼겹살구이(10),547.79
삼겹살구이GN78:갈비탕대,1482.84
삼겹살마요덮밥(01),285.43
삼겹살마요덮밥(01)(05)(06),230.77
삼계탕(15),595.99
삼계탕(완)(02)(05)(06)(15)(16),1.41
삼색감자옹심이국(01),34.74
삼치순살튀김(01)(05)(06),299.06
삼치순살튀김(05)(06),295.35
삼치순살튀김(06),176.45
상추겉절이(05)(06),55.14
상추쌈,6.51
상추쌈(05)(06),35.95
상하이파스타(05)(09)(17)(18),131.43
새송이버섯야채볶음(05)(06)(10),264.18
새송이버섯야채볶음(10),245.77
새알심팥칼국수,506.4
"새우,계란초밥(01)(05)(06)(09)",336.95
새우가스(01),159.41
새우가스(01)(05)(06)(09),596.83
새우가스(05)(06)(09),591.83
새우버거(01)(05)(06)(12),509.65
새우버거(01)(06)(09)(12),924.88
새우버거(01)(12),508.19
새우버거(06),425.28
새우볶음밥&짜장(01)(02)(05)(06)(09)(10)(15)(16)(18),318.0
새우볶음밥&짜장(02)(10),210.45
새우볶음밥(09),444.47
새우볶음밥(완),0.0
새우볼,110.51
새우볼(05)(06)(09),155.17
새우볼(05)(06)(09)(12),141.37
새우살야채죽(01)(05)(09)(10),437.68
새우살야채죽(01)(09),423.0
새우순두부계란탕(01)(05)(09),78.78
새우순두부계란탕(01)(05)(09)(18),100.38
새우순두부계란탕(01)(09),72.54
새우완탕(01)(05)(06)(09)(18),690.25
새우튀김(01)(05)(09),404.96
새우튀김(01)(09),255.43
새우튀김(05),247.0
샐러드모닝빵(01)(02)(05)(06),708.75
샐러드모닝빵(01)(02)(05)(06)(10),772.8
샐러드파스타(05)(06)(13),73.71
생선가스,167.5
생선가스&타르타르소스(01)(06),443.97
생선가스(01),154.35
생선가스(01)(05)(06),347.5
생선가스(01)(06),412.92
생선묵국(05)(06),60.76
생선묵볶음(05)(06),196.33
생선묵야채볶음(05)(06),173.93
생우동,6.31
생우동(01),76.4
생우동(01)(05)(06),474.55
생우동(01)(05)(06)(07)(08)(12),280.35
생우동(01)(05)(06)(08),703.0
생우동(01)(05)(06)(09),600.2
생우동(01)(06),923.4
생우동(06),818.31
생크림크로와상,210.0
석박지,6.3
설렁탕(완),1603.76
설렁탕(완)(01)(02)(05)(16),676.31
설렁탕(완)(01)(05)(16),508.51
설렁탕(완)(01)(16),297.98
설렁탕(완)(02)(05)(06)(10)(16),452.41
설렁탕(완)(02)(05)(16),353.53
설렁탕(완)(06),1571.48
셀프유부초밥(01)(05)(06)(10),421.54
셀프참치주먹밥(05),460.16
셀프충무김밥(05)(06)(17),572.6
소갈비찜,0.0
소금빵(01)(02)(05)(06),472.67
소금빵(01)(02)(06),395.0
소떡소떡,39.0
소떡소떡(05),385.55
소떡소떡(05)(06)(10)(15),501.0
소떡소떡(05)(06)(12),206.0
소떡소떡(06)(10)(13),614.11
소바바치킨(05)(06)(15),435.0
소불고기(06)(16),224.22
소불고기구운주먹밥(16),380.0
소불고기덮밥(05)(06)(16),622.35
소불고기덮밥소스,0.0
소불고기덮밥소스(05)(06)(16),668.0
소불고기비빔밥(05)(06)(16),643.3
소시지부대찌개(완),380.0
소시지야채볶음(05)(06)(10),164.81
소시지야채볶음(10),277.97
소양념갈비,730.0
쇠고기(캔)야채조림,129.53
쇠고기가지볶음(05)(06)(16),54.24
쇠고기감자국(05),29.34
쇠고기감자국(05)(06)(09),87.13
쇠고기감자국(05)(06)(09)(16),99.73
쇠고기감자국(05)(16),53.43
쇠고기감자국(09)(16),46.75
쇠고기감자국(16),70.5
쇠고기감자조림(05)(06)(16),73.85
쇠고기국밥(05)(16),432.21
쇠고기꽈리고추조림(05)(06)(16),102.15
쇠고기당면국(05),21.95
쇠고기당면국(05)(06),66.36
쇠고기당면국(05)(06)(16),74.4
쇠고기당면국(05)(16),44.97
쇠고기당면국(16),64.53
쇠고기덮밥(01)(05)(06)(16),669.18
쇠고기덮밥(01)(05)(06)(16)(18),676.0
쇠고기덮밥(01)(05)(06)(18),559.06
쇠고기덮밥(01)(16)(18),673.37
쇠고기덮밥(05)(06)(16),546.92
쇠고기무국(05),18.66
쇠고기무국(05)(06),55.82
쇠고기무국(05)(06)(16),55.45
쇠고기무국(05)(16),40.42
쇠고기무국(16),55.69
쇠고기미역국,37.28
쇠고기미역국(05),14.12
쇠고기미역국(05)(06),53.17
쇠고기미역국(05)(06)(16),42.87
쇠고기미역국(05)(16),33.03
쇠고기미역국(16),39.53
쇠고기버섯볶음(05)(06)(16),178.79
쇠고기볶음밥(05)(06)(16),580.05
쇠고기불고기(05)(06),96.38
쇠고기불고기(05)(06)(16),177.58
쇠고기불고기(05)(16),392.48
쇠고기불고기(06)(16),224.22
쇠고기불고기(16),244.35
쇠고기야채볶음(05)(06),121.84
쇠고기야채죽,388.06
쇠고기야채죽(05)(06)(16),452.51
쇠고기우엉잡채(05)(06)(16),138.12
쇠고기육개장(01)(05)(06),39.17
쇠고기육개장(01)(05)(06)(16),64.18
쇠고기육개장(01)(05)(16),94.37
쇠고기육전(01)(05)(06)(16),141.0
쇠고기장조림,123.45
쇠고기장조림(05)(06),27.64
쇠고기콩나물밥&부추양념장(05)(06),376.03
쇠고기콩나물밥&부추양념장(05)(06)(16),321.43
쇠고기파프리카볶음(05)(06)(16),221.3
쇠고기팽이버섯떡볶음,43.16
쇠고기팽이버섯떡볶음(05)(06),246.63
쇠고기팽이버섯떡볶음(05)(06)(16),154.1
쇠고기팽이버섯볶음(05)(06)(16),233.51
쇠고기해장국(완),662.4
수박,88.32
수수부꾸미(05)(06),265.2
수육&비빔국수(01)(05)(06)(10),685.95
수제비만두전골(05)(06)(09)(16),271.06
순대,145.08
순대(05)(06)(10),127.3
순대국,62.91
순대국(05)(06),298.79
순대국(05)(06)(09)(10)(16),302.74
순대국(05)(06)(10)(16),479.95
순대국(10),307.12
순대국(16),424.63
순대야채볶음,200.61
순대야채볶음(05),239.34
순대야채볶음(05)(06),220.4
순대야채볶음(05)(06)(10),271.14
순대튀김(완)(02)(05)(06)(10)(12)(16)(18),350.0
순두부계란찜(01)(05),94.6
순두부계란찜(01)(05)(09),114.77
순두부양념장(05),52.74
순두부양념장(05)(06),72.94
순두부찌개(01)(05)(06)(10),98.8
순두부찌개(01)(05)(06)(10)(16)(18),103.12
순두부찌개(01)(05)(06)(10)(18),106.98
순두부찌개(01)(05)(10),80.89
순두부찌개(01)(05)(10)(18),98.3
순살치킨(05),650.0
숯불돼지LA갈비,242.78
숯불바베큐치킨,0.0
스마일감자튀김/케첩(05),221.5
스마일감자튀김/케첩(05)(12),296.5
스위트번,85.5
스위트번(01),656.94
스위트번(01)(02),706.12
스위트번(01)(02)(05)(06)(10),787.04
스쿨치밥(01),655.38
스쿨치밥(01)(05),881.54
스쿨치밥(01)(05)(06)(12),619.29
스쿨치밥(01)(05)(06)(12)(15),849.29
스쿨치밥(01)(05)(06)(15),588.88
스크램블에그(01),157.51
스크램블에그(01)(02)(12),255.19
스크램블에그(01)(05),147.59
스크램블에그(01)(05)(06),117.43
스크램블에그(01)(05)(06)(10)(12),212.01
스크램블에그(01)(05)(06)(12),154.02
스크램블에그(01)(05)(12),142.84
스크램블에그(01)(12),162.1
스테이크버거(01)(02)(05)(06),494.78
스테이크버거(01)(02)(05)(06)(10)(12)(15)(16),715.37
스테이크버거(01)(02)(05)(06)(10)(15)(16),473.15
스파게티,689.25
스파게티(01)(02)(05)(06)(10)(12)(15)(16),276.53
스파게티(02)(09),185.85
스파게티(05),56.53
스파게티(05)(09)(17),341.78
스파게티(05)(12),272.53
스파게티(06)(09)(12),833.47
스파게티(06)(09)(12)(17),933.7
스파게티(06)(09)(17),681.4
스파게티(06)(12),821.77
스파게티(06)(12)(17),922.3
스파게티(09),35.85
스파이시안심텐더(01)(05)(06)(15),448.9
스팸구이(10)(12)(13),414.05
스팸구이(10)(13),277.75
스팸마요덮밥(01)(05)(06)(10),605.31
스팸마요덮밥(01)(05)(06)(10)(13),656.77
스팸마요덮밥(01)(05)(06)(10)(15)(18),597.88
스팸마요덮밥(01)(05)(10),609.68
스팸마요덮밥(01)(10)(13),787.34
스프링롤(09),144.0
시금치고추장무침(05)(06),77.17
시금치고추장무침(06),58.35
시금치고추장무침M582:오이무침대(05)(06),60.83
시금치된장국,28.4
시금치된장국(05),55.35
시금치된장국(05)(06),62.44
시금치된장국(16),30.65
시금치된장무침(05),31.95
시금치된장무침(05)(06),45.81
시금치맛살무침(01)(12),120.91
시금치무침,18.06
시금치무침(05),24.04
시금치무침(05)(06),22.93
시금치무침(16),20.31
시래기감자탕(완),259.99
시래기감자탕(완)(02)(05)(06)(10)(12)(15)(16)(18),299.0
시래기들깨된장국(05)(06)(09),61.97
시래기들깨된장국(09),39.53
시저샐러드(01)(02)(05)(10)(12),135.96
시저샐러드(01)(02)(05)(10)(17),151.7
시저샐러드(01)(02)(05)(12)(17),123.85
시저샐러드(01)(02)(10)(12),175.76
시저샐러드(01)(10),155.72
시저샐러드(02)(05)(10)(12),128.49
식혜,190.0
신선형(딸기(34월)),36.0
신선형(방울토마토(58월))(12),16.83
신선형(찰옥수수(79월)),157.62
신선형(참외(78월)),38.0
신선형(포도(811월)),31.74
신전st떡볶이(05)(06),158.69
싸이버거(01)(02)(05)(06)(12)(13)(16),1187.39
싸이버거(01)(02)(05)(06)(12)(16),1220.34
싸이버거(01)(02)(05)(06)(16),1190.6
싸이버거(02)(06),854.39
싸이버거(06)(10),1022.06
쌀국수,277.15
쌀국수(05)(06)(08)(16)(18),366.59
쌀국수(16),329.38
쌈무,5.0
쌈무(13),5.0
쌈무무침(05)(06),0.93
쌈무무침(05)(06)(13),8.34
쑥갓어묵국,11.81
쑥갓어묵국(05)(06),69.27
쑥갓어묵국(05)(06)(08)(09),94.29
쑥갓어묵국(05)(06)(09),68.39
씨앗호떡(06),406.0
아귀순살콩나물찜(05),290.16
아귀순살튀김(05)(06),660.98
아귀순살해물찜(05)(06)(17),173.65
아귀찜(05)(06),167.44
아귀찜(05)(06)(08),89.68
아귀탕(05)(06),72.52
아란치니(02)(05)(10),859.0
아비꼬카레(02)(10),143.98
아비꼬카레(06)(10),312.18
아비꼬카레(10),112.18
아욱된장국(05)(06),50.23
아이스크림 떠먹는형,270.0
아이스크림 바,126.0
아이스크림 샌드위치(02),252.0
아이스크림 콘 완제품(02),270.0
"아이스크림 콘,완제품(02)",270.0
아이스크림 팩형(02),234.0
"아이스크림, 떠먹는형",270.0
"아이스크림, 컵형,부대계약",
"아이스크림, 팩형,부대계약(02)",155.0
알떡스테이크(12),126.06
알리오올리오(브런치)(02)(05)(06)(09)(15)(18),137.88
알리오올리오파스타(05)(06)(09)(13)(15),460.57
알리오올리오파스타(05)(06)(13)(15),449.32
알배기배추,18.1
앙버터바게트,1400.0
애호박나물(05),117.33
애호박나물(05)(09),140.3
애호박나물(09),99.67
야끼소바(05),532.99
야끼소바(05)(10),519.79
야채고기말이(05)(06)(10)(15)(16)(18),378.1
야채고로케(02)(05)(06)(10),900.0
야채고로케(02)(05)(06)(10)(12),912.1
야채샐러드(01)(05)(06)(12),46.59
야채샐러드(01)(12),44.52
야채샐러드(05)(06),84.96
야채샐러드(05)(06)(12),32.9
야채샐러드(12),43.93
야채스틱앤저염쌈장,17.73
야채스틱앤저염쌈장(05),50.59
야채스틱앤저염쌈장(05)(06),71.85
야채춘권&칠리소스(06),145.25
야채튀김(05)(06),196.8
야채튀김(05)(06)(12),230.87
야채튀김(06),255.38
야채튀김(06)(12),242.4
양갈비스테이크(12),482.25
양념고추지,0.0
양념깻잎지(완)(05)(06),120.0
양배추쌈,19.06
양배추쌈&저염쌈장,120.13
양배추쌈&저염쌈장(06),26.42
양배추쌈(05)(06),67.83
양배추쌈M582:오이무침대(05)(06),106.33
양송이스프,0.0
양송이스프(02)(05)(06),40.01
양송이스프(02)(06),80.0
양지수육곰탕(완)(01)(05),33.51
양파링튀김(01)(05)(06),262.8
양파링튀김(01)(05)(06)(12),379.25
양파절임,22.25
양파절임(05)(06),30.85
어니언베이글,0.0
어린잎채소샐러드(01)(05),72.3
어묵김치우동(01)(05)(06),888.55
어묵김치우동(01)(06),830.25
어묵김치찌개(02)(05)(06)(09)(10)(16),218.51
어묵핫바(06),200.56
어향가지덮밥(02)(05)(06)(10)(16)(18),140.06
언양식납작불고기랩(06)(12)(16),385.02
언양식납작불고기랩(12)(16),309.18
언양식바싹불고기(05)(06)(16),114.24
언양식바싹불고기(05)(10),389.62
언양식바싹불고기(10),312.8
언양식바싹불고기파채(05)(06)(10),293.93
얼큰순대국(05)(10),306.41
얼큰칼국수(05)(06)(09)(16)(18),564.08
얼큰홍합탕(05),36.57
에그랑땡(01)(05)(06)(12),453.1
에그랑땡(01)(06)(12),317.1
에그카츠(01)(05)(06)(10)(12)(16)(18),245.1
에그타르트(01)(06),50.0
에그햄치즈버거(01)(02)(06)(10)(12),1227.0
에너지드링크,50.0
에너지바,188.0
에이드,115.0
연근조림(완),43.6
연근조림(완)(04)(05)(06),58.07
연두부양념장(05),80.14
연두부양념장(05)(06),83.03
연잎밥,0.0
연포탕(05)(06)(18),106.71
열무김치,12.16
열무보리비빔밥(05)(06),181.03
열무보리비빔밥(06),167.59
열무비빔냉면(01)(02)(05)(06)(10)(16),2970.06
열무비빔밥(05)(06),453.54
영양밥&부추양념장,509.08
영양밥&부추양념장(05)(06),457.1
영양밥&부추양념장(05)(06)(18),174.9
영양밥(05)(06)(16),487.89
영양밥(05)(06)(16)(18),506.3
옛날도시락비빔밥(05)(06)(10),519.05
옛날통닭(01)(05),561.15
옛날통닭(05),695.0
옛날통닭(05)(06)(15),757.5
오곡밥,353.59
오곡밥(05),313.25
오리불고기,470.06
오리불고기(05)(06),310.05
오리엔탈샐러드(05)(06)(12)(18),43.37
오리훈제야채볶음(01),331.82
오므라이스(01)(02)(05)(06)(10)(15)(16)(18),698.5
오므라이스(01)(02)(05)(06)(10)(16),457.8
오므라이스(완)(05)(06)(10)(12)(15)(16),751.26
오믈렛(01)(05)(06)(12)(16),104.56
오믈렛(12),12.1
오미산적(완)(01)(05)(06)(10)(15),468.6
오삼불고기(05)(06)(10)(17),443.93
오야꼬동(01),449.92
오이김치,16.65
오이도라지무침(06),72.52
오이무침(05)(06),53.82
오이부추무침,22.23
오이부추무침(05)(06),24.86
오이소박이,20.35
오이양파무침,25.0
오이양파무침(05)(06),36.28
오이양파장아찌(05)(06),42.18
오이양파장아찌C510:야채샐러드대(05)(06),37.71
오이파프리카무침,26.82
오이파프리카무침(05)(06),48.42
오이파프리카무침(06),37.8
오이파프리카초무침(05)(06),46.72
오이풋고추된장무침,29.43
오이풋고추무침,14.72
오이풋고추무침(05)(06),25.24
오이피클,29.16
오이피클(05)(06),4.5
오지치즈후라이 (02),127.15
오지치즈후라이 (02)(05),163.65
오지치즈후라이 (02)(05)(06),533.85
오지치즈후라이 (02)(10),172.75
오지치즈후라이(02)(05)(06)(10),400.96
오징어국(05)(17),79.82
오징어링칠리소스(05)(06)(17),392.88
오징어링칠리소스(06)(17),475.76
오징어먹물면크림파스타(02)(05)(06)(10)(15)(18),213.99
오징어볶음,110.9
오징어볶음(05)(06),113.87
오징어볶음(05)(06)(17),226.23
오징어볶음(17),158.87
오징어브로콜리숙회(06)(17),134.19
오징어브로콜리숙회(17),88.58
오징어실채무침(05)(06)(17),149.93
오징어야채무침(05)(06)(17),169.42
오징어야채무침(17),116.24
오징어젓무침(17),32.07
오징어채무침(06)(17),84.26
오징어채무침(17),76.11
오징어채볶음(01)(05)(06)(17),94.17
오징어채볶음(05)(06)(17),155.56
오징어튀김(01),215.66
오징어튀김(01)(05)(06),302.56
오징어튀김(01)(06),305.7
"옥수수,신선형(찰옥수수(79월))",84.064
옥수수밥,252.04
옥수수스프,132.9
옥수수스프(02)(05)(06)(15)(16),197.5
온모밀(01)(03)(05)(06)(09)(10),184.66
와플&딸기쨈(01)(02)(05)(06),598.76
와플&메이플시럽(01)(02)(05)(06),110.0
와플(01)(02)(05)(06),538.08
완두콩밥,329.0
왕만두국(01),74.54
왕새우튀김(01)(05)(09),419.4
왕새우튀김우동(01)(05)(06)(09),901.04
요구르트 아이스크림 떠먹는형(02),96.0
요구르트(육사),42.0
"요구르트,떠먹는형(02)",96.0
요우티아오연유(06),220.0
우동장국(01)(02)(05)(06)(10)(16),14.45
우동장국(01)(05)(06),64.91
우동장국(01)(06),14.45
우럭매운탕(05)(06),128.41
우렁강된장찌개(05)(06)(18),100.09
우렁강된장찌개(05)(18),75.97
우렁된장찌개(05),80.13
우삼겹쌀국수(05)(06)(08)(16)(18),260.3
우삼겹오일파스타(02)(05)(06)(16)(18),357.62
우엉잡채(05)(06)(16),111.94
우엉조림(05)(06),109.46
우엉채조림,45.23
우엉채조림(05)(06),71.33
우유 살균형(바나나),154.0
우유(백색우유(200ML)),122.0
"우유(백색우유(200ML,연간))(02)",122.0
"웅진식품,가야농장 제주감귤,340ml",44.0
"웅진식품,웅진자연은샤인머스켓,340ml",153.0
"웅진식품,자연은 제주감귤,180ml",180.0
"웅진식품,자연은납작복숭아,340ml(11)",155.0
"웅진식품,파인애플에이드,190ml",49.0
웅진자연은샤인머스켓,153.0
워터젤리,176.4
웨지감자(완),346.08
웨지감자(완)(05),369.28
웨지감자(완)(05)(06),384.0
웨지감자(완)(05)(06)(12),250.4
웨지감자튀김,110.51
유린기(05)(06)(18),194.71
유부된장국,28.19
유부된장국(05),78.14
유부된장국(05)(06),103.29
유부어묵국(17)(05)(06),56.65
유부어묵국(17)(05)(06)(10)(13)(16),623.77
유부우동(01)(05)(06)(09),506.59
유부주머니어묵탕(05)(06)(09)(10)(16),126.21
유산균 발효 음료(02),56.0
유자드레싱샐러드(11),99.18
음료수 탄산 과일,172.8
음료수 탄산 콜라,117.5
"음료수, 탄산, 과일",86.4
"음료수,탄산,콜라",117.5
이온음료,58.8
이탈리아식배추구이,13.07
일회용버터,0.0
잉글리쉬머핀(01)(02)(05)(06)(10),423.0
잉글리쉬머핀(01)(02)(05)(06)(10)(16),513.9
자두(78월),28.6
자두(추희),26.0
자두(후무사),26.0
자연은 제주감귤 180ml,180.0
자연은망고,26.0
자장면(01)(05)(06)(10),873.28
자장면(05)(06)(09)(10)(17),832.1
자장면(05)(06)(10),809.02
자장면(05)(06)(10)(17),816.95
자장면(06)(10),607.88
자장밥,510.73
자장밥(01)(06),681.2
자장밥(05)(06)(10),782.72
자장밥(10),815.52
잔치국수(01)(05)(06),50.73
잔치국수(01)(05)(06)(07)(09)(18),503.07
잔치국수(01)(05)(06)(09),386.04
잔치국수(01)(05)(06)(10),367.6
잔치국수(01)(06),456.04
잔치국수(05)(06)(09),402.02
잠봉뵈르샌드위치(01)(02)(05)(06)(10)(16),545.5
잡곡밥,381.33
잡채,89.65
잡채(01)(05)(06),214.88
잡채(01)(05)(06)(07)(09)(16)(18),245.63
잡채(01)(05)(06)(10)(16),92.44
잡채(01)(05)(06)(16),240.08
잡채(05)(06),153.56
잡채(05)(06)(16),161.49
잡채(16),164.31
잡채밥(05)(06)(10)(16),567.67
잡채볶음밥,703.44
잡채볶음밥(05)(06)(10),877.38
잡채어묵조림(05)(06),256.58
장어강정,286.49
장어강정(05),256.31
장어강정(05)(06),207.5
장어덮밥,1.45
장어덮밥(01)(05)(07)(10),641.34
장어양념구이(완),0.0
장조림계란밥(01)(05)(06),429.73
장조림버터비빔밥(01)(05)(06)(16),447.95
장조림버터비빔밥(01)(05)(16),734.8
장칼국수(05)(06)(09),497.49
재첩국(18),231.67
전복버섯영양밥(05)(06)(18),80.74
전복버터구이(05)(06)(18),160.79
전복버터구이(18),52.51
전복버터야채볶음(18),76.8
전복삼계탕(15)(18),630.43
전복죽(01)(05)(18),421.17
전복죽(01)(18),380.59
전복죽(05)(18),410.97
전투식량,1300.0
전투식량 1형1식단,1300.0
