음식,열량
김치볶음밥(02)(05)(06)(09)(16)(18),1137.28
깍두기(완제품)(09),15.2
깐풍기(완)(05)(06)(15),470.58
깔조네(02)(05)(06)(10),502.2
깻잎무쌈,5.0
깻잎전(01)(05)(06)(10),260.42
깻잎전(01)(05)(06)(10)(16),311.64
깻잎튀김(02)(05)(06)(10)(12)(16),161.87
꼬리곰탕(완)(08)(16),81.29
꽃게탕(05)(06)(08)(09)(16),62.47
꽃떡국(01)(05)(16),347.85
꽃맛살샐러드(01)(02)(05)(06)(08)(12)(16),284.2
꿔바로우(05)(12)(15)(16),418.5
낙지볶음&소면(05)(06)(17),183.48
낙지생채소비빔밥(05)(06)(17),603.5
날치알계란찜(01)(09),86.95
납작만두(05)(06)(10)(15)(18),154.32
냉짬뽕(01)(02)(05)(06)(09)(15)(16)(17)(18),653.17
냉채족발(01)(05)(06)(08)(10)(16),472.39
너비아니구이&마늘후레에크(05)(06)(10)(12)(13)(15)(16),323.23
너비아니구이(05)(06)(10)(12)(15)(16),324.87
녹두전(02)(05)(06)(10)(16),202.44
"농심,카프리썬사과,200ml",60.0
누텔라토스트(02)(05)(06),550.1
뉴욕핫도그(01)(02)(05)(06)(10)(12)(15)(16),550.76
느타리애호박볶음(05)(09),32.92
단무지(13),4.0
단무지무침(05)(06)(13),25.7
단호박사태찜(05)(06)(10),416.34
단호박샐러드(01)(02)(05),104.0
단호박스프(02)(05)(06)(15),165.65
단호박튀김(05)(06),289.76
닭가슴살두부전(01)(02)(05)(06)(12)(15)(16),183.24
닭강정(01)(02)(05)(06)(08)(10)(15)(16)(18),736.0
닭고기고추장조림(05)(06)(15),365.82
닭고기육개장(01)(05)(06)(08)(09)(15)(16)(17)(18),141.71
닭고기육개장(01)(05)(06)(08)(15)(16),148.47
닭곰탕(05)(06)(08)(15)(16),158.49
닭꼬치(완)(02)(05)(06)(08)(10)(15)(16)(18),189.8
닭다리살구이(02)(05)(06)(12)(15)(16),612.5
닭똥집튀김(01)(02)(05)(06)(08)(10)(15)(16)(18),303.8
닭똥집튀김(01)(02)(05)(06)(12)(15)(16),389.3
닭볶음탕(05)(06)(15),301.44
닭불구이&고구마무스(01)(02)(05)(06)(10)(12)(15)(16),415.85
닭순살묵은지찜(05)(06)(09)(15),192.98
닭순살야채조림(05)(06)(15),222.0
닭순살카레볶음(02)(05)(06)(12)(15)(16)(18),280.17
닭장각부추찜(05)(06)(15),405.73
대추방울토마토(12),12.75
대파크림치즈돈가스(02)(05)(06)(10)(12),364.0
대파크림치즈베이글(01)(02)(06)(10),388.0
대패불고기(05)(06)(10)(18),407.33
대패삼겹살&소시지구이(10),628.6
데친오징어물회(02)(05)(06)(13)(15)(16)(17)(18),454.51
도넛세트(01)(02)(04)(05)(06),133.0
도라지무침(05)(06),24.72
도토리묵냉국(01)(02)(05)(06)(09)(15)(16)(18),95.27
돈부리덮밥(01)(02)(05)(06)(10),624.2
돈부리덮밥(01)(02)(05)(06)(10)(16)(18),696.14
돈육김치볶음(05)(09)(10),309.45
돈육마늘간장볶음(05)(06)(10)(12)(13),741.89
돈육마늘간장볶음(05)(10),496.83
돈육마늘간장볶음(05)(10)(12),583.43
돈육메추리알장조림(01)(05)(06)(10),368.57
돈육잡채덮밥(05)(06)(08)(10),599.64
돈육청경채볶음(05)(06)(10),292.61
동아오츠카 나랑드사이다 180ml 캔,50.0
동아오츠카포카리스웨트340ml 캔,85.0
동파육(05)(10),650.25
돼지갈비찜(02)(05)(06)(10)(16),313.04
돼지갈비찜(05)(06)(10),340.58
돼지갈비찜(05)(06)(10)(18),385.83
돼지고기가지볶음(05)(06)(10)(18),243.0
돼지고기김치찌개(05)(06)(09)(10)(16),101.27
돼지고기무찌개(05)(06)(08)(09)(10)(16)(17)(18),47.77
돼지고기부추볶음(05)(06)(10),433.03
돼지목살스테이크(01)(02)(05)(06)(08)(10)(16),339.69
돼지목살스테이크(05)(06)(10),250.79
돼지불고기(05)(06)(10)(18),422.57
돼지찌개(05)(06)(08)(09)(10)(16)(17)(18),149.03
두부강정(05)(06)(12),232.85
두부고추장찌개(05)(06)(08)(09)(10)(16)(17)(18),70.91
두부고추장찌개(05)(06)(10)(16),71.75
두부된장찌개(05)(06)(18),38.24
두부양념장(05)(06),63.54
두부조림(05)(06),96.29
두부카츠(05)(06)(18),241.0
"두유음료, (주문자상표부착)매일유업, 매일두유초콜릿, 190mL",60.0
"두유음료, (주문자상표부착)매일유업, 매일두유초콜릿, 190mL(05)",60.0
들기름막국수(02)(03)(05)(06),309.21
들기름칼국수(02)(05)(06)(12)(16),968.08
들깨무채국(05)(08)(09)(17)(18),64.46
들깨미역국(05)(06)(08)(09)(16)(17)(18),102.09
들깨미역국(05)(06)(16),99.59
등갈비김치찜(05)(06)(09)(10),545.93
등뼈감자탕(05)(06)(09)(10),480.99
딸기드레싱샐러드(01)(02)(05),54.34
딸기드레싱샐러드(01)(02)(05)(16),42.67
딸기샌드위치(01)(02)(06),450.0
딸기청,11.2
땅콩조림(완)(04)(05)(06),28.96
떠먹는발효유(02),60.0
떠먹는발효유(02)(11),80.0
떠먹는발효유(02)(16),80.0
떡갈비데리야끼조림(02)(05)(06)(10)(12)(15)(16)(18),249.33
떡갈비마요덮밥(01)(02)(05)(06)(10)(12)(13)(16)(18),609.22
떡갈비칠리조림(01)(05)(06)(10)(12)(16),315.72
떡갈비칠리조림(02)(05)(06)(10)(12)(15)(16)(18),196.65
떡볶이(02)(05)(06)(08)(12)(16)(18),310.3
떡볶이(02)(05)(06)(12)(16)(18),394.84
라구미트볼조림(05)(06)(10)(12)(15)(16),275.94
락교&산고추절임,24.6
락교&산고추절임(13),19.05
레몬에이드,50.0
로메인상추&쌈장(05)(06),11.8
르뱅쿠키(01)(02)(05)(06)(14),125.0
리코타치즈샐러드(02)(05)(06)(12)(18),71.15
마늘보쌈(05)(06)(10),1247.14
마늘불고기(05)(06)(10),491.87
마늘쫑장아찌무침,35.4
마시는발효유(02),55.0
마시는발효유(02)(05),102.0
마일드오믈렛(01)(02)(05)(06)(12)(15)(16)(18),204.02
마일드오믈렛(01)(05)(12),215.02
마제소바덮밥(01)(02)(04)(05)(06)(07)(10)(18),598.47
마카로니샐러드(01)(05)(06)(08)(12),110.56
마크니커리(02)(05)(12)(15),600.68
마크니커리덮밥(02)(05)(06)(12)(15),630.28
마파두부덮밥(05)(06)(10)(15)(18),518.01
만다린샐러드(01)(02)(05),82.38
만두유린기(02)(05)(06)(10)(16),281.3
말차라떼(01)(02),260.55
맑은배추국(05)(08)(09)(17)(18),46.52
맑은쇠고기무국(05)(06)(08)(16),107.23
맑은콩나물국(05)(06)(16),17.46
맛쵸킹탕수육(05)(06)(10)(16),433.6
망고바,100.0
망고샐러드(01)(05),98.54
망고샐러드(05),103.41
망고큐브&연유(02),106.5
망고큐브젤리(02)(05),39.0
매실에이드,55.0
매실장아찌무침(05),63.14
매실장아찌무침(05)(06),56.22
매운돼지갈비찜(05)(06)(10),318.43
매운락교무침,38.91
메밀소바(02)(03)(05)(06),290.5
메밀전병(01)(02)(03)(05)(06)(09)(10)(16),274.55
메추리알장조림(01)(05)(06)(16),207.05
멘보샤(01)(05)(06)(09)(17),320.4
멘츠카츠(01)(02)(05)(06)(10)(12)(16),359.24
멜론,76.0
명란떡갈비(05)(06)(10)(12)(13)(15)(16),240.6
명란떡갈비(05)(06)(10)(12)(13)(15)(16)(18),489.3
명엽채고추장조림(05)(06),112.0
명엽채조림(05)(06),112.0
명이나물절임(05)(06)(13),34.5
모듬순대국(05)(06)(08)(09)(10)(13)(16)(17)(18),296.47
모듬쌈(05)(06),37.51
모듬어묵탕(02)(05)(06)(08)(16),85.52
모듬어묵탕(05)(06)(08)(16),85.46
모듬어묵탕(05)(06)(16),85.83
모듬피클(13),36.8
모듬햄볶음(02)(05)(06)(10)(15)(16),413.26
모듬햄볶음(02)(05)(06)(10)(15)(16)(18),203.76
모카번(01)(02)(06),3.5
목살버섯두루치기(05)(06)(10),428.8
무말랭이무침(13),76.04
무뼈닭발(02)(05)(06)(15)(16),376.81
무쌈샐러드(01)(02)(05)(13),26.7
무청시래기국(05)(06)(16),42.25
무피클,12.72
무피클(05)(06),12.72
물만두국(01)(02)(05)(06)(10)(16),179.73
물만두국(01)(05)(06)(08)(09)(10)(15)(16)(17)(18),202.52
물만두국(01)(05)(06)(08)(09)(10)(16)(17)(18),251.99
미나리곰탕(05)(06)(08)(16),725.27
미니돈가스(01)(05)(06)(10)(12)(15)(16),471.5
미소된장국(05),38.43
미숫가루(04)(05)(06),124.0
미트볼칠리조림(02)(05)(06)(10)(12)(15)(16)(18),415.8
바나나(육사),76.8
바베큐폭립(02)(05)(06)(10)(12)(16)(18),607.6
바베큐폭립(05)(06)(10)(15)(16),840.0
바싹불고기채소무침(02)(05)(06)(10)(12)(15)(16)(18),504.36
바싹불고기채소무침(05)(06)(10)(15)(16)(18),483.66
바지락된장찌개(05)(06)(09)(16)(18),57.07
바질치즈치아바타(완)(01)(02)(05)(06)(16),527.0
바질크림떡볶이(02)(05)(06)(09)(10)(12)(15)(16),377.1
반마리통닭(02)(05)(06)(08)(10)(15)(16)(18),621.09
밥싸먹는햄(01)(02)(05)(06)(15)(16),138.0
밥싸먹는훈제오리(01)(02)(05)(06)(16),175.75
배(원황),34.03
배추겉절이(09),22.95
배추김치(09),10.66
백김치,0.0
백순대볶음(05)(06)(08)(09)(10)(13)(16)(17)(18),282.82
백짬뽕국(05)(06)(08)(09)(10)(17)(18),118.64
백짬뽕국(05)(06)(09)(10)(17)(18),117.67
버섯된장찌개(05)(06)(09),54.99
버터장조림주먹밥(01)(02)(05)(06)(15)(16),210.0
버터쿠키(01)(02)(06),481.0
버터쿠키(02)(06),350.0
버터플라이새우튀김(01)(02)(05)(06)(09)(12),488.0
버팔로윙봉(02)(05)(06)(08)(10)(12)(15)(16)(18),345.0
버팔로윙봉(02)(05)(06)(08)(10)(13)(15)(16)(18),572.63
버팔로윙봉(02)(05)(06)(12)(15)(16),401.0
베이글&크림치즈(02)(06),580.0
베이글샌드위치(01)(02)(05)(06)(08)(10)(15)(16),511.68
베이글샌드위치(01)(02)(05)(06)(08)(10)(15)(16)(18),397.49
베이컨감자전(05)(06)(10),353.49
베이컨감자채볶음(01)(05)(10),87.81
베이컨구이(05)(06)(10)(12)(16),175.35
베이컨떡말이(01)(05)(10)(12)(15)(16)(18),428.24
베이컨떡말이(05)(06)(10)(12),192.74
베이컨스크램블에그(01)(02)(05)(10),146.52
베이컨야채볶음(02)(05)(06)(10)(12)(16)(18),162.51
베이컨야채볶음(05)(06)(10)(12)(16)(18),157.25
베이컨야채볶음(05)(10),153.19
베이컨토마토디럭스버거(01)(02)(05)(06)(10)(12)(15)(16),1034.55
병아리콩밥,425.6
보쌈김치(09),36.0
보쌈김치(09)(18),56.0
복숭아(백도)(11),54.72
복숭아(천도)(11),60.352
복숭아아이스티(11),100.0
복숭아요거트(02)(11),288.86
볶음김치(05)(09),65.79
볼어묵꽈리고추볶음(05)(06)(08),125.82
볼카츠덮밥(02)(05)(06)(10)(12)(13),866.23
부대찌개(01)(02)(05)(06)(09)(10)(12)(16)(18),167.67
부대찌개(02)(05)(06)(09)(10)(12)(15)(16)(18),206.55
부산식돼지국밥(05)(06)(09)(10),285.72
부추겉절이(05)(06),15.02
부추전(01)(05)(06),261.64
분모자떡볶이(02)(05)(06)(08)(16),432.81
분모자안동찜닭(05)(06)(15),389.72
분홍소세지전(01)(05)(06)(12),171.49
불고기고로케(02)(05)(06)(10)(12)(16),396.24
불고기버거(01)(02)(05)(06)(10)(12)(15)(16),519.6
불고기브리또(02)(05)(06)(15)(16),315.0
불고기오믈렛(완)(01)(02)(05)(06)(10)(12)(16),187.0
불고기주먹밥(완)(05)(06)(10)(16),2.55
불고기참나물파스타(02)(05)(06)(16)(18),806.13
불고기치아바타(완)(01)(02)(05)(06)(15)(16)(18),476.0
블랙치킨(01)(02)(05)(06)(15),410.8
블랙치킨(02)(04)(05)(06)(15)(17),454.5
블랙타이거새우튀김(01)(05)(06)(09)(16),599.1
블랙통등심돈까스(05)(06)(10)(12),758.5
블랙페퍼함박스테이크(01)(02)(05)(06)(10)(12)(13)(16),254.23
블루베리,25.5
블루베리드레싱샐러드(01)(05),47.68
비빔막국수(03)(06)(13),422.31
비빔만두(05)(06)(10)(16),469.14
비엔나구이&케찹(05)(06)(10)(12)(15)(16),247.86
비엔나구이&케찹(05)(10)(12)(16),348.36
비엔나소시지떡강정(02)(05)(06)(08)(10)(15)(16)(18),328.35
비엔나소시지떡강정(05)(06)(10)(12)(15)(16),330.6
비엔나소시지야채볶음(05)(06)(10)(12)(15)(16),197.98
비엔나소시지야채볶음(05)(06)(10)(12)(16),379.45
비엔나소시지케찹볶음(02)(05)(06)(10)(12)(16)(18),370.72
비엔나소시지케찹볶음(05)(06)(10)(12)(15)(16),293.37
비엔나소시지케찹볶음(05)(06)(10)(12)(15)(16)(18),237.52
빨간꼬지어묵(05)(06),190.39
뼈없는감자탕(05)(06)(09)(10),313.91
뿌링클팝콘치킨(01)(02)(05)(06)(15),408.68
사각어묵국(05)(06)(08)(16),80.92
사각어묵조림(05)(06),145.39
사각어묵조림(05)(06)(08),132.55
사골곰탕(01)(02)(05)(06)(08)(15)(16)(18),120.46
사골곰탕(01)(02)(05)(06)(08)(16),107.49
사골떡국(01)(05)(08)(09)(16)(17)(18),334.26
사골떡만둣국(01)(02)(05)(06)(10)(15)(16)(18),533.58
사골우거지국(05)(06)(16),153.98
사과(홍로),29.52
사과(후지),31.9725
사과에이드,56.5
사과팬케이크(01)(02)(06),37.8
사인머스켓,45.0
사쪽마늘빵(01)(02)(05)(06)(13),136.0
산적구이(02)(05)(06)(10)(12)(15)(16),306.78
산채나물비빔밥(01)(05)(06)(08)(09)(10)(16)(17)(18),578.64
삼겹살김치찜(05)(06)(09)(10),645.38
삼계탕(완)(05)(06)(15),920.0
삼색소보루밥(01)(02)(05)(06)(10)(15)(16)(18),468.82
삼색송편(05)(06),113.5
삼색수제비국(01)(05)(06)(08)(09)(16)(17)(18),181.22
"상온주스, (주문자상표부착)신세계푸드, 올바르고반듯한망고망고, 120mL",20.0
"상온주스, (주문자상표부착)신세계푸드, 퐁당자몽오렌지, 100mL",40.0
"상온주스, (주문자상표부착)푸드머스, 마시는샐러드오렌지, 100mL40포/상자",50.0
상추겉절이(05)(06),10.11
새송이떡갈비구이(01)(05)(06)(10)(12)(13)(16),225.7
새송이떡갈비구이(05)(06)(10)(12)(13)(15)(16),261.63
새우볶음밥(02)(05)(06)(08)(09)(16)(18),510.41
새우볶음밥(02)(05)(06)(09)(12)(15)(16)(18),474.98
새우볼치킨강정(05)(06)(09)(12),461.0
새우볼튀김(01)(05)(06)(09),437.1
새우완탕(01)(05)(06)(08)(09)(15)(17)(18),201.18
새우완탕(01)(05)(06)(09)(15),204.6
새우튀김(01)(05)(16),177.3
샌드와플(02)(05)(06),639.8
샐러리장아찌(05),12.0
샤브샤브국(02)(05)(06)(16),49.47
셀프주먹밥(01)(05)(13),659.51
소금빵(02)(06),29.0
소떡소떡(02)(05)(06)(08)(10)(15)(16)(18),415.6
소떡소떡(05)(06)(10)(12)(15)(16),282.1
소불고기당면볶음(05)(06)(16)(18),402.94
소불고기잡채덮밥(05)(06)(16)(18),748.02
소불고기잡채덮밥(05)(16),797.13
쇠고기고추장불고기(05)(06)(16),306.59
쇠고기곰탕(08)(16),97.51
쇠고기무국(05)(06)(08)(16),105.87
쇠고기미역국(05)(06)(08)(09)(16)(17)(18),35.55
쇠고기미역국(05)(06)(16),85.34
쇠고기부추무침(05)(06)(16),204.46
쇠고기불고기(05)(06)(16)(18),331.03
쇠고기숙주볶음(02)(05)(06)(16)(18),316.55
쇠고기숙주볶음(05)(06)(16)(18),263.79
쇠고기스프(02)(05)(06)(16)(18),80.65
쇠고기애호박찌개(05)(06)(08)(09)(16)(17)(18),72.3
쇠고기애호박찌개(05)(06)(16),21.36
쇠고기야채볶음(05)(06)(16)(18),372.72
쇠고기야채볶음(05)(16),404.17
쇠고기육개장(01)(05)(06)(16),114.41
쇠고기육전(01)(02)(05)(06)(16),320.14
쇠고기장조림(01)(02)(05)(06)(10)(15)(16),365.54
쇠고기죽(완)(02)(05)(06)(16),530.0
수박,39.744
수박주스,110.0
숙주나물무침(05)(08)(09)(17)(18),21.62
순대곱창야채볶음(02)(05)(06)(08)(10)(13)(16),395.83
순대국(02)(05)(06)(08)(09)(10)(12)(16)(17)(18),345.19
순대국(02)(05)(06)(08)(09)(10)(13)(16),365.49
순두부국(01)(05)(06)(16),66.56
순두부찌개(01)(05)(06)(10)(16)(18),85.96
순살치킨샐러드(01)(02)(05)(06)(15),483.62
쉬림프샤오마니(01)(02)(05)(06)(09),217.12
슈크림도넛(01)(02)(05)(06),95.0
스콘(01)(02)(06),226.4
스크램블에그(01)(02)(05)(12),192.74
스크램블에그(01)(02)(05)(12)(18),175.24
스틱김자반,0.0
스파게티(02)(05)(06)(10)(12)(15)(16),790.32
스팸구이&케찹(05)(10)(12),219.15
스팸구이&케찹(10)(12),340.18
스팸짜글이(05)(06)(10),278.17
"스포츠음료또는에너지음료, (주문자상표부착)코카콜라음료, 파워에이드마운틴블라스트, 340mL/캔(11)",11.0
시금치고추장무침(05)(06),37.42
시금치고추장찌개(05)(06)(16),76.33
시리얼(05)(06),119.28
시저샐러드(01)(02)(05)(06)(16),145.96
실곤약야채무침(05)(06),92.46
실곤약야채무침(06),73.93
쌀밥,360.0
쌀밥(1/2),180.0
쌀핫도그(01)(02)(05)(06)(10)(12)(16),419.3
쌈무,12.0
쌈무(13),6.0
쑥떡(06),222.1
아귀순살콩나물찜(05)(06),95.75
아망추(11),137.5
아오리사과,35.055
아이스샌드(02),190.0
아이스샌드(02)(05)(06),220.0
아이스슈(01)(02)(05)(06),193.0
"아이스크림 콘,완제품(02)(04)",270.0
아이스크림 팩형(02),234.0
"아이스크림, 떠먹는형(02)",470.0
아이스홍시,200.0
안동찜닭(05)(06)(15),337.5
안동찜닭(05)(06)(15)(16),388.48
알감자버터구이(02)(05),142.83
앙버터모닝빵(01)(02)(06),335.0
애호박전(완)(01)(05)(06),262.4
야끼소바빵(01)(02)(05)(06)(07)(09)(10)(11)(12)(15)(18),526.96
야채고기말이(05)(06)(10)(12)(15)(16)(18),187.5
야채고로케(02)(05)(06)(10)(12)(15)(16)(18),202.68
야채샐러드(01)(05)(12),131.48
야채스틱(05)(06),33.57
야채스프(02)(05)(06),26.9
야채스프(02)(05)(06)(16),98.15
야채춘권튀김(05)(06)(12),296.75
야채튀김(05)(06),512.55
야채튀김(05)(06)(08)(09)(17)(18),395.76
약과(06),237.0
양갈비스테이크(05)(06)(12)(13)(15)(16)(18),557.95
양념깻잎지무침(05)(06)(09),57.5
양배추쌈(05)(06),36.79
양송이스프(02)(05)(06)(15)(16),99.4
양파간장절임(05)(06),22.53
어묵바(매콤잡채)(05)(06),102.8
어향가지튀김(01)(02)(05)(06)(15)(16)(18),160.69
언양식바싹불고기(05)(06)(10)(12)(15)(16),343.86
얼려먹는요구르트(02),80.0
얼큰수제비국(01)(05)(06)(08)(09)(16)(17)(18),223.26
얼큰어묵국(05)(08)(09),79.86
얼큰콩나물국(05)(06)(08)(09)(16)(17)(18),22.75
얼큰한오징어국(05)(06)(08)(09)(17)(18),111.11
에그누들팟타이(01)(02)(04)(05)(06)(09)(17)(18),527.13
에그랑땡(01)(05)(06)(10)(12),372.1
에그마요모닝빵(01)(02)(05)(06),484.7
에그타르트(01)(06),201.6
연두부양념장(05)(06),65.57
연유아이스베리(02),76.6
연탄불고기(05)(06)(10),334.79
연탄불고기(05)(06)(10)(15)(16),284.79
연탄불고기비빔밥(05)(06)(10),620.08
열대과일샐러드(01)(05),87.64
열무김치,3.6
열무비빔국수(01)(05)(06),475.61
오꼬노미김밥(01)(02)(05)(06)(07)(13)(15)(16)(18),461.14
오꼬노미야끼(01)(02)(05)(06)(12)(16)(17)(18),453.5
오꼬노미야끼(01)(05)(06)(12)(16)(17)(18),661.3
오란다(06),209.5
오렌지샐러드(05)(13),50.4
오리고추장주물럭(05)(06),523.58
오리엔탈샐러드(05)(06)(18),70.48
오므라이스(01)(02)(05)(06)(10)(12)(15)(16),821.78
오므라이스(01)(02)(05)(06)(10)(12)(15)(16)(18),766.52
오미산적(01)(02)(05)(06)(08)(10)(12)(13)(16),191.25
오미자주스,13.0
오이미역냉국(05)(06)(16),14.36
오이양파무침(05)(06),13.99
오이풋고추&쌈장(05)(06),36.84
오이풋고추된장무침(05),16.91
오이피클,43.74
오징어국(05)(06)(08)(09)(17)(18),111.39
오징어김치전(05)(06)(09)(16)(17),139.94
오징어김치전(05)(06)(09)(16)(17)(18),209.94
오징어무국(05)(06)(09)(16)(17),111.35
오징어볶음&소면(05)(06)(17),325.7
오징어볶음(05)(06)(17),282.42
오징어실채볶음(01)(05)(06)(17),93.42
오징어야채무침(05)(06)(17),216.6
오징어어묵볶음(05)(06)(08)(17),154.55
오징어젓무침(17),69.16
오징어치즈떡볶음(02)(05)(06)(17),296.26
오징어튀김(05)(06)(12)(17),457.5
옥수수밥,398.4
옥수수콘소시지(01)(05)(06)(10)(12)(15)(16),205.02
옥수수콘소시지(05)(06)(10)(12)(15)(16),139.5
옥수수콘스프(02)(05)(06)(15)(16),119.15
올갱이해장국(05),28.31
올갱이해장국(05)(06),27.32
완두콩밥,372.5
왕새우튀김(01)(05)(06)(09)(12)(16),566.8
요거트드레싱샐러드(01)(02)(05),51.64
요거트볼(02)(05)(06),321.9
요거트샐러드(01)(02)(05),26.71
요구르트(02),65.0
우동국물(01)(02)(05)(06)(09),3.46
우삼겹부추비빔밥(02)(05)(06)(16)(18),715.56
우삼겹숙주볶음(05)(06)(16),131.63
우삼겹숙주볶음(05)(06)(16)(18),259.52
"우유(백색우유(200ML,연간))(02)",135.0
유과(02)(05),430.0
유린기(02)(04)(05)(06)(09)(15)(16)(18),275.89
유부비빔밥(01)(05)(06)(13),551.47
유부장국(05)(06)(16),17.36
유부주머니어묵탕(05)(06)(08)(09)(10)(13)(16)(17)(18),154.53
유부주머니어묵탕(05)(06)(08)(09)(10)(16)(17)(18),154.53
유부주머니어묵탕(05)(06)(09)(10)(16),153.87
유산슬(05)(06)(09)(10)(17),372.96
유자드레싱샐러드(01)(02)(05)(13),47.73
육전물냉면(01)(03)(05)(06)(10)(16),361.82
인절미오믈렛(01)(02)(04)(05)(06),140.0
자두(후무사)(L),23.4
자두에이드,56.5
자메이카통닭다리(01)(05)(06)(12)(15)(16),399.0
자몽허니블랙티,54.0
자장밥(01)(05)(06)(10)(15),625.92
자장밥(01)(05)(06)(10)(16)(18),540.12
잠봉뵈르샌드위치(01)(02)(05)(06)(10)(16),576.75
잠봉뵈르샐러드(01)(02)(05)(06)(10)(16)(18),192.16
잡곡밥,358.25
잡채(05)(06)(08)(10),176.47
장어구이덮밥(01)(02)(05)(06)(12)(15)(16)(18),671.89
장어순살강정(02)(05)(06)(08)(10)(15)(16)(18),258.16
장조림버터비빔밥(01)(02)(05)(06)(10)(15)(16),697.46
장조림버터비빔밥(01)(02)(05)(06)(10)(15)(16)(18),763.03
전복장덮밥(01)(02),492.54
전복죽(완)(05)(06)(16)(17)(18),480.0
전주비빔밥(05)(06)(10),517.19
전주식콩나물국(05)(09)(17),114.71
제육볶음(05)(06)(10),670.57
제육볶음(05)(06)(10)(18),508.12
"젤리류, (주문자상표부착)푸드머스, 비타민D가함유된석류코코푸딩, 55g",
"젤리류, (주문자상표부착)푸드머스, 비타민D가함유된트로피칼코코푸딩, 55g",55.0
"젤리류, (주문자상표부착)푸드머스, 퓨레뜨애플자몽코코, 55g",
"젤리류, (주문자상표부착)푸드머스, 퓨레뜨포도, 55g",
조갯살미역국(05)(06)(08)(09)(16)(17)(18),13.27
조갯살미역국(05)(06)(16)(18),16.53
조미김,28.0
족발(05)(06)(09)(10),397.14
족발(05)(06)(09)(10)(16),503.14
