음식,열량
족발덮밥(01)(02)(05)(06)(10)(16)(18),753.74
주꾸미돈육볶음(05)(06)(10),239.87
"주스,카프리썬오렌지망고",60.0
중화비빔밥(05)(06)(09)(10)(17),636.4
중화식계란탕(01)(05)(06)(08),85.22
쥐포조림(05)(06),25.03
지코바치킨덮밥(02)(05)(06)(08)(10)(12)(15)(16)(18),633.24
지코바치킨덮밥(05)(06)(12)(15)(16)(18),653.84
지파이(01)(02)(05)(06)(08)(10)(15)(16)(18),662.0
직불떡갈비조림(02)(05)(06)(10)(12)(15)(16),316.87
직불떡갈비조림(02)(05)(06)(10)(12)(15)(16)(18),306.92
진미채간장조림(05)(06)(17),45.0
진미채고추장조림(05)(06)(17),42.0
집게맛살튀김(01)(05)(06)(08)(16),268.3
짜먹는발효유(02),35.0
짜먹는발효유(02)(11),50.0
짜먹는발효유(02)(12),50.0
짬뽕만두찜(02)(05)(06)(09)(16)(17)(18),272.22
짬뽕만두찜(05)(06),188.91
짬뽕만두찜(05)(06)(09)(10)(16)(17)(18),268.26
짬뽕찌개(02)(05)(06)(09)(10)(15)(16)(17)(18),113.74
짬뽕찌개(05)(06)(08)(09)(10)(15)(16)(17)(18),124.4
쫄면(01)(05)(06),464.91
쫄면야채무침(01)(05)(06),467.85
쫄면야채무침(06),402.92
찐옥수수,260.8
차돌된장찌개(05)(06)(16),94.31
차슈덮밥(01)(02)(05)(06)(07)(10)(12)(16)(18),988.14
차슈덮밥(01)(02)(05)(06)(10)(15)(18),1006.82
차슈덮밥(01)(05)(06)(10)(12)(16)(18),1032.13
참깨드레싱샐러드(01)(05)(06),151.11
참깨드레싱샐러드(01)(05)(06)(16),107.89
참돔순살튀김(01)(05)(06)(16),324.39
참외,60.8
참치김치볶음(05)(06)(09),337.64
참치김치찌개(05)(09),147.4
참치마요구운주먹밥(01)(02)(05)(06),210.0
참치마요덮밥(01)(02)(05)(06)(12)(16)(18),856.0
참치샐러드(01)(05),306.72
참치야채볶음(05)(06),127.22
참치야채비빔밥(05)(06),734.82
참치오믈렛(01)(03)(05)(06)(12)(16)(18),150.24
찹쌀밥,376.0
"청량음료, (주문자상표부착)코카콜라음료, 닥터페퍼제로, 350mL/캔",0.0
"청량음료, 동아오츠카, 데미소다 청포도, 250mL/캔",34.0
"청량음료, 롯데칠성음료, 펩시, 250mL/캔",110.0
"청량음료, 롯데칠성음료, 펩시제로슈거라임향, 250mL/캔",0.2
"청량음료, 코카콜라음료, 스프라이트, 250mL/캔",112.0
"청량음료, 코카콜라음료, 코카콜라, 250mL/캔",110.0
청양고추소세지(05)(06)(10)(12)(15)(16),259.0
청양풍닭볶음(05)(06)(08)(15)(16)(18),366.96
청양풍돼지갈비찜(05)(06)(10)(16)(18),621.84
청포도에이드,0.0
청포묵김무침(01)(02)(05)(06)(15)(18),50.56
초계국수(01)(02)(05)(06)(08)(09)(13)(15)(16)(17)(18),425.98
초당옥수수전(02)(05)(06),244.0
초당옥수수전(05)(06),171.99
초코머핀(01)(02)(05)(06),296.0
초코슈(01)(02)(05)(06),375.0
초코파이(01)(02)(05)(06),145.0
춘천닭갈비(02)(04)(05)(06)(10)(15)(16),590.51
춘천닭갈비(02)(05)(06)(10)(15),533.26
춘천닭갈비(02)(05)(06)(15),561.68
춘천닭갈비(02)(05)(06)(15)(16),414.2
치자밥,360.0
치즈김치주먹밥(완)(02)(05)(06)(09)(16)(18),210.0
치즈말이어묵구이(01)(02)(05)(06)(12),155.18
치즈말이어묵조림(01)(02)(05)(06),148.54
치즈머핀(01)(02)(05)(06),192.0
치즈브리또(01)(02)(05)(06),210.0
치즈스테이크볼꽂이(02)(05)(06)(10)(15)(16),149.41
치즈어묵바(01)(02)(05)(06),99.35
치커리사과무침(05)(06)(18),57.35
치커리유자무침(01)(02)(05)(13),39.19
치킨마요덮밥(01)(02)(05)(06)(12)(13)(15)(16)(18),843.61
치킨무(13),5.0
치킨버거(01)(02)(05)(06)(12)(15),914.26
치킨브리또(02)(05)(06)(12)(15)(16),315.0
치킨브리또(02)(05)(06)(12)(15)(16)(18),315.0
치킨스테이크(02)(05)(06)(08)(10)(15)(16)(18),533.9
치킨타코(01)(02)(05)(06)(08)(10)(12)(13)(15)(16),410.27
치킨파니니(01)(02)(05)(06)(12)(15)(16),155.0
카레밥(06)(10)(16),600.0
카스테라(01)(02)(05)(06),88.25
카야잼토스트(01)(02)(05)(06),461.72
카오팟무쌉(02)(05)(06)(09)(10)(18),265.36
"커피음료, 동서웰빙, 칸타빌레헤이즐넛향, 230mL",
"커피음료, 롯데칠성음료, 레쓰비카페타임라떼, 240mL/개",44.0
"커피음료, 롯데칠성음료, 레쓰비카페타임라떼, 240mL/개(02)",44.0
"커피음료, 코카콜라음료, 조지아오리지널, 240mL/캔",34.0
"커피음료, 코카콜라음료, 조지아오리지널, 240mL/캔(02)",34.0
코울슬로(01)(02)(05)(16),114.2
콘샐러드(01)(05),360.61
콘소메치킨(01)(02)(05)(06)(15)(16),597.5
콘치즈계란찜(01)(02),302.58
콘치즈오븐구이(01)(02)(05),383.32
콘치즈오븐구이(01)(02)(05)(16),441.2
콤비네이션피자(01)(02)(05)(06)(10)(12)(15)(16),321.0
콩국수(01)(02)(04)(05)(06)(12),338.38
콩나물게맛살냉채(01)(05)(06)(08),71.21
콩나물게맛살냉채(05)(06)(08),62.12
콩나물김치국(05)(06)(09)(16),55.25
콩나물냉국(05)(06)(08)(09)(16)(17)(18),25.65
콩나물냉국(05)(06)(16),33.24
콩나물잡채(05)(06)(08)(10),156.83
큐브스테이크(05)(06)(10),205.83
큐브스테이크(05)(06)(10)(12)(15)(16),267.33
큐브스테이크(05)(10)(12),304.83
큐브스테이크덮밥(01)(02)(05)(06)(10)(12)(13)(16)(18),576.24
크로크무슈(01)(02)(05)(06)(10),369.6
키위드레싱샐러드,45.24
타코샐러드(01)(02)(05)(06)(12)(13),202.21
타코샐러드(02)(05)(06)(12)(13),190.5
타코야끼(01)(02)(05)(06)(07)(12)(16)(18),310.9
타코야끼(01)(02)(05)(06)(07)(12)(18),488.4
탄두리치킨(01)(02)(05)(06)(12)(13)(15)(16),603.4
태극기마카롱(01)(02),150.0
토핑형발효유(02)(05)(06),135.0
토핑형발효유(02)(05)(06)(10),135.0
통새우짜조롤(05)(06)(09)(12),371.5
파송송계란국(01)(05)(06)(16),117.04
파인애플샐러드(01)(05),72.99
파인애플샐러드(05),75.59
파인애플스틱,50.0
파인애플함박조림(01)(02)(05)(06)(10)(12)(13)(15)(16),264.88
파인애플함박조림(01)(02)(05)(06)(10)(12)(13)(15)(16)(18),274.99
파인애플함박조림(01)(02)(05)(06)(10)(12)(13)(16),324.78
팝만두강정(02)(05)(06)(08)(10)(15)(16)(18),330.82
팥빙수(육사),
팬케이크(01)(02)(06),37.8
팽이버섯국(05)(06)(16),33.69
팽이버섯소불고기(05)(06)(16)(18),380.4
페퍼로니샐러드(01)(05)(06)(12)(15)(16),144.96
페퍼로니샐러드(01)(05)(06)(15)(16),163.92
페퍼로니치아바타(완)(01)(02)(05)(06)(10)(12)(15)(16)(18),421.0
"포도,신선형(포도(811월))",33.12
포켓토스트(01)(02)(05)(06)(10)(12)(16)(18),349.0
푸실리샐러드(완)(05)(06)(12)(16),143.2
푸팟퐁커리(01)(02)(04)(05)(06)(08)(12)(15)(16)(18),540.13
푸팟퐁커리(01)(02)(05)(06)(08)(12)(13)(16)(18),671.32
풀드포크덮밥(01)(05)(06)(10)(12)(16)(18),860.64
피자브리또(01)(02)(05)(06)(10)(12)(13),330.0
피자춘권(05)(06)(12),464.0
한반도돈까스(05)(06)(10)(12)(16),424.0
한우소머리국밥(06)(09)(16),523.99
할라피뇨피클,16.0
해물순두부찌개(01)(05)(06)(08)(09)(10)(16)(17)(18),173.78
해물찜(05)(06)(09)(16)(17)(18),181.84
해물파전(완)(05)(06)(08)(09)(17)(18),197.74
햄야채볶음밥(완)(01)(02)(05)(06)(10)(12)(15)(16)(18),593.5
햄야채볶음밥(완)(01)(02)(05)(06)(10)(12)(16)(18),698.5
햄에그롤(01)(02)(05)(06)(10)(12)(16),194.62
햄에그롤(01)(05)(06)(10)(12)(15)(16),461.0
햄에그야채토스트(01)(02)(05)(06)(10)(15)(16)(18),739.66
햄에그카츠(01)(05)(06)(10)(12),436.2
햄에그카츠(01)(05)(06)(10)(12)(18),287.7
햄치즈순두부찌개(01)(02)(05)(06)(09)(10)(18),119.08
햄치즈순두부찌개(02)(05)(06)(09)(10)(15)(16)(18),169.84
허니간장누룽지치킨(05)(06)(15),785.5
허니간장누룽지치킨(05)(06)(15)(16),681.3
허니버터연근강정(02)(05)(06),301.93
허니버터콘립(02)(05),71.9
허브치킨마요덮밥(01)(02)(05)(06)(15)(16)(18),543.14
허브치킨플레로티(01)(02)(05)(06)(15)(16),387.7
호박인절미(01)(02)(05),180.0
황도샐러드(01)(02)(05)(11),80.64
회오리감자(05)(06),353.1
회오리핫도그(01)(02)(05)(06)(10)(12)(15)(16),182.5
후라이드닭꼬치(01)(02)(05)(06)(12)(15)(16),652.0
후랑크소시지구이(02)(05)(06)(10)(16),193.5
후르츠칵테일,39.0
후리가케밥(01)(05)(06),428.9
후리가케밥(1/2)(01)(05)(06),202.0
훈제오리(05)(06)(15),460.3
흑마늘돈육야채볶음(05)(06)(10)(18),321.66
흑마늘돈육야채볶음(05)(10),372.11
흑미밥,343.87
히레카츠(01)(02)(05)(06)(10)(12),303.5
