날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2021-04-01","맛김","5.25kcal","계란찜(01)","144.48kcal","야채샐러드(01)(05)(06)(12)","86.83kcal","","","3245.60kcal"
"2021-04-01","배추김치(3~4월)","9.25kcal","백김치","15.12kcal","깍두기(임가공)","28.59kcal","","","3245.60kcal"
"2021-04-01","","","우유(백색우유(200ML))","122kcal","감귤 주스(180㎖/병)","180kcal","","","3245.60kcal"
"2021-04-02","밥","363kcal","흑미밥","399.9kcal","잡곡밥","381.33kcal","","","2538.51kcal"
"2021-04-02","쇠고기미역국(05)(16)","42.28kcal","감자수제비국(01)(05)(06)","65.41kcal","배추된장국(05)","49.47kcal","","","2538.51kcal"
"2021-04-02","비엔나소시지케찹볶음(10)(12)","375.11kcal","우엉잡채(05)(06)(16)","115.81kcal","돼지고기김치볶음(06)(10)","232.65kcal","","","2538.51kcal"
"2021-04-02","콩나물매운무침(05)","43.44kcal","두부조림(05)(06)","269.45kcal","깻잎무침(05)(06)","31.57kcal","","","2538.51kcal"
"2021-04-02","배추김치(3~4월)","9.25kcal","배추김치(3~4월)","9.25kcal","깍두기(임가공)","28.59kcal","","","2538.51kcal"
"2021-04-02","우유(백색우유(200ML))","122kcal","","","","","","","2538.51kcal"
"2021-04-03","핫도그빵(01)(06)(10)(12)","798.86kcal","밥","381.15kcal","쇠고기덮밥(01)(05)(06)(16)","672.36kcal","","","2957.15kcal"
"2021-04-03","우유(백색우유(200ML))","122kcal","콩나물국(05)(09)","17.13kcal","순두부찌개(01)(05)(10)(18)","108.77kcal","","","2957.15kcal"
"2021-04-03","","","제육볶음(05)(06)(10)","429.97kcal","시금치고추장무침(05)(06)","70.81kcal","","","2957.15kcal"
"2021-04-03","","","오이양파장아찌(05)(06)","35.6kcal","배추김치(3~4월)","9.25kcal","","","2957.15kcal"
"2021-04-03","","","배추김치(3~4월)","9.25kcal","우유(백색우유(200ML))","122kcal","","","2957.15kcal"
"2021-04-03","","","감귤 주스(180㎖/병)","180kcal","","","","","2957.15kcal"
"2021-04-04","밥","363kcal","닭고기부추밥(06)(15)","707.72kcal","밥","381.15kcal","","","2739.39kcal"
"2021-04-04","감자양파찌개(05)(06)(10)","136.02kcal","두부맑은국(01)(05)","51.2kcal","짬뽕찌개(01)(17)(18)","93.07kcal","","","2739.39kcal"
"2021-04-04","느타리버섯볶음(05)(06)(16)","85.12kcal","계란후라이(01)","153.36kcal","고추잡채(05)(06)(10)","209.69kcal","","","2739.39kcal"
"2021-04-04","맛김","5.25kcal","깍두기(임가공)","28.59kcal","단무지무침","12.72kcal","","","2739.39kcal"
"2021-04-04","배추김치(3~4월)","9.25kcal","농후 발효유(02)","192kcal","배추김치(3~4월)","9.25kcal","","","2739.39kcal"
"2021-04-04","우유(백색우유(200ML))","122kcal","","","감귤 주스(180㎖/병)","180kcal","","","2739.39kcal"
"2021-04-05","쇠고기국밥(05)(16)","432.21kcal","밥","381.15kcal","검은콩밥","355.18kcal","","","3480.54kcal"
"2021-04-05","새송이버섯야채볶음(05)(06)(10)","264.18kcal","광어매운탕(05)(06)","105.96kcal","된장국(일품용)(05)","27.85kcal","","","3480.54kcal"
"2021-04-05","오이무침(05)(06)","57.87kcal","훈제오리/쌈무/머스타드소스(01)","285.08kcal","돈가스(05)(06)(10)","434.38kcal","","","3480.54kcal"
"2021-04-05","배추김치(3~4월)","9.25kcal","오이부추무침(05)(06)","24.86kcal","고구마샐러드(01)","164.08kcal","","","3480.54kcal"
"2021-04-05","유산균 발효 음료(02)","56kcal","파김치","21.24kcal","배추김치(3~4월)","9.25kcal","","","3480.54kcal"
"2021-04-05","","","우유(백색우유(200ML))","122kcal","라면(즉석 컵)(06)","730kcal","","","3480.54kcal"
"2021-04-06","밥","363kcal","비빔밥(05)(06)(16)","778.2kcal","잡곡밥","381.33kcal","","","2866.07kcal"
"2021-04-06","두부고추장찌개(05)(06)(10)","152.39kcal","건새우아욱된장국(05)(06)","53.34kcal","콩나물김치국(05)","14.33kcal","","","2866.07kcal"
"2021-04-06","소시지야채볶음(10)","277.97kcal","계란후라이(01)","153.36kcal","닭갈비(05)(06)(15)","289.94kcal","","","2866.07kcal"
"2021-04-06","맛김","5.25kcal","배추김치(3~4월)","9.25kcal","양배추쌈(05)(06)","73.87kcal","","","2866.07kcal"
"2021-04-06","깍두기(임가공)","28.59kcal","우유 살균형(바나나)","154kcal","배추김치(3~4월)","9.25kcal","","","2866.07kcal"
"2021-04-06","우유(백색우유(200ML))","122kcal","","","","","","","2866.07kcal"
"2021-04-07","밥","363kcal","잡곡밥","381.33kcal","밥","381.15kcal","","","3030.14kcal"
"2021-04-07","버섯쇠고기찌개(05)(16)","56.76kcal","북어채국(01)(05)(09)","85kcal","김치찌개(05)(06)(10)","150.89kcal","","","3030.14kcal"
"2021-04-07","감자조림(05)(06)","148.99kcal","떡볶이(05)(06)","292.29kcal","오징어채볶음(05)(06)(17)","216.67kcal","","","3030.14kcal"
"2021-04-07","순두부양념장(05)(06)","73.21kcal","깐쇼새우(01)","352.25kcal","고등어순살강정(05)(06)(07)(12)","224.19kcal","","","3030.14kcal"
"2021-04-07","배추김치(3~4월)","9.25kcal","배추김치(3~4월)","9.25kcal","깍두기(임가공)","28.59kcal","","","3030.14kcal"
"2021-04-07","우유(백색우유(200ML))","122kcal","음료수 탄산 콜라","117.5kcal","","","","","3030.14kcal"
"2021-04-07","","","방울토마토(비생산기)(12)","17.82kcal","","","","","3030.14kcal"
"2021-04-08","햄치즈버거(01)(02)(06)(10)(12)","1205.03kcal","밥","381.15kcal","잡곡밥","381.33kcal","","","3421.75kcal"
"2021-04-08","우유(백색우유(200ML))","122kcal","명태매운탕(05)(06)","91.31kcal","오징어국(05)(17)","71.76kcal","","","3421.75kcal"
"2021-04-08","","","쇠고기불고기(05)(06)(16)","169.05kcal","마파두부(05)(06)(10)","357.61kcal","","","3421.75kcal"
"2021-04-08","","","상추쌈(05)(06)","35.95kcal","게맛살튀김(05)(06)","286.06kcal","","","3421.75kcal"
"2021-04-08","","","배추김치(3~4월)","9.25kcal","배추김치(3~4월)","9.25kcal","","","3421.75kcal"
"2021-04-08","","","감귤 주스(180㎖/병)","180kcal","우유(백색우유(200ML))","122kcal","","","3421.75kcal"
"2021-04-09","밥","363kcal","잡곡밥","381.33kcal","잡곡밥","381.33kcal","","","2848.07kcal"
"2021-04-09","쇠고기미역국(05)(16)","42.28kcal","쇠고기무국(05)(16)","72.76kcal","순두부찌개(01)(05)(10)(18)","108.77kcal","","","2848.07kcal"
"2021-04-09","비엔나소시지야채볶음(05)(06)(10)","333.55kcal","낙지볶음(05)(06)","160.29kcal","파닭(파채닭튀김)(05)(06)(15)","450.14kcal","","","2848.07kcal"
"2021-04-09","오이무침(05)(06)","57.87kcal","김자반","43kcal","야채샐러드(01)(05)(06)(12)","86.83kcal","","","2848.07kcal"
"2021-04-09","배추김치(3~4월)","9.25kcal","콩나물무침(05)(06)","37.17kcal","배추김치(3~4월)","9.25kcal","","","2848.07kcal"
"2021-04-09","감귤 주스(180㎖/병)","180kcal","배추김치(3~4월)","9.25kcal","","","","","2848.07kcal"
"2021-04-09","","","우유(백색우유(200ML))","122kcal","","","","","2848.07kcal"
"2021-04-10","떡만둣국(01)(05)(06)(10)","629.06kcal","쇠고기볶음밥(05)(06)(16)","552.42kcal","밥","381.15kcal","","","2816.03kcal"
"2021-04-10","오징어젓무침(17)","32.07kcal","된장국(일품용)(05)","27.85kcal","두부맑은국(01)(05)","51.2kcal","","","2816.03kcal"
"2021-04-10","배추김치(3~4월)","9.25kcal","스크램블에그(01)(05)(06)(10)(12)","239.62kcal","돼지고기콩나물볶음(05)(06)(10)","404.58kcal","","","2816.03kcal"
"2021-04-10","우유(백색우유(200ML))","122kcal","배추김치(3~4월)","9.25kcal","감자조림(05)(06)","148.99kcal","","","2816.03kcal"
"2021-04-10","","","감귤 주스(180㎖/병)","180kcal","깍두기(임가공)","28.59kcal","","","2816.03kcal"
"2021-04-11","밥","363kcal","자장밥(05)(06)(10)","509.95kcal","밥","381.15kcal","","","2779.13kcal"
"2021-04-11","감자양파찌개(05)(06)(10)","136.02kcal","계란국(01)(05)","73.43kcal","닭볶음탕(06)(15)","340.23kcal","","","2779.13kcal"
"2021-04-11","생선묵볶음(05)(06)","196.33kcal","단무지무침","12.72kcal","고등어순살조림(05)(06)(07)","179.4kcal","","","2779.13kcal"
"2021-04-11","맛김","5.25kcal","배추김치(3~4월)","9.25kcal","무나물","59.9kcal","","","2779.13kcal"
"2021-04-11","배추김치(3~4월)","9.25kcal","농후 발효유(02)","192kcal","배추김치(3~4월)","9.25kcal","","","2779.13kcal"
"2021-04-11","우유(백색우유(200ML))","122kcal","","","감귤 주스(180㎖/병)","180kcal","","","2779.13kcal"
"2021-04-12","밥","363kcal","팔보채덮밥(09)(17)(18)","508.44kcal","검은콩밥","355.18kcal","","","2890.47kcal"
"2021-04-12","꼬리곰탕","546.69kcal","짬뽕찌개(01)(17)(18)","93.07kcal","버섯된장찌개(05)(06)","73.95kcal","","","2890.47kcal"
"2021-04-12","오이무침(05)(06)","57.87kcal","야채튀김(06)","243.48kcal","오리불고기(05)(06)","274.71kcal","","","2890.47kcal"
"2021-04-12","깍두기(임가공)","28.59kcal","배추김치(3~4월)","9.25kcal","감자조림(05)(06)","148.99kcal","","","2890.47kcal"
"2021-04-12","우유(백색우유(200ML))","122kcal","유산균 발효 음료(02)","56kcal","배추김치(3~4월)","9.25kcal","","","2890.47kcal"
"2021-03-14","감자조림(05)(06)","145.67kcal","김자반","43kcal","돼지불고기(05)(06)(10)","421.47kcal","","","2659.36kcal"
"2021-03-14","콩나물매운무침(05)","44kcal","배추김치(3~4월)","8.75kcal","양배추쌈(05)(06)","67.83kcal","","","2659.36kcal"
"2021-03-14","배추김치(3~4월)","8.75kcal","우유 살균형(바나나)","154kcal","배추김치(3~4월)","8.75kcal","","","2659.36kcal"
"2021-03-14","우유(백색우유(200ML))","122kcal","","","감귤 주스(180㎖/병)","180kcal","","","2659.36kcal"
"2021-03-14","밥","363kcal","달걀케첩볶음밥(01)(12)","579.13kcal","밥","381.15kcal","","","2659.36kcal"
"2021-03-15","밥","363kcal","검은콩밥","355.18kcal","카레밥(06)(10)","278.43kcal","","","2589.81kcal"
"2021-03-15","사골곰탕","158.49kcal","닭고기육개장(01)(05)(15)","169.78kcal","계란국(01)(05)","76.19kcal","","","2589.81kcal"
"2021-03-15","두부김치(05)(10)","295.55kcal","황태찜","199.45kcal","돈가스(05)(06)(10)","439.16kcal","","","2589.81kcal"
"2021-03-15","깍두기(임가공)","28.59kcal","깻잎무침(05)(06)","30.49kcal","배추김치(3~4월)","8.75kcal","","","2589.81kcal"
"2021-03-15","유산균 발효 음료(02)","56kcal","배추김치(3~4월)","8.75kcal","","","","","2589.81kcal"
"2021-03-15","","","우유(백색우유(200ML))","122kcal","","","","","2589.81kcal"
"2021-03-16","밥","363kcal","비빔밥(05)(06)(16)","782.47kcal","잡곡밥","381.33kcal","","","3158.38kcal"
"2021-03-16","오징어국(05)(17)","76.51kcal","생선묵국(05)(06)","58.9kcal","순두부찌개(01)(05)(10)(18)","105.88kcal","","","3158.38kcal"
"2021-03-16","비엔나소시지케찹볶음(10)(12)","387.49kcal","계란후라이(01)","153.36kcal","파닭(파채닭튀김)(05)(06)(15)","417.44kcal","","","3158.38kcal"
"2021-03-16","맛김","5.25kcal","백김치","15.12kcal","무나물","58.69kcal","","","3158.38kcal"
"2021-03-16","배추김치(3~4월)","8.75kcal","한라봉","95.94kcal","배추김치(3~4월)","8.75kcal","","","3158.38kcal"
"2021-03-16","우유(백색우유(200ML))","122kcal","","","콜라","117.5kcal","","","3158.38kcal"
"2021-03-17","깍두기(임가공)","28.59kcal","배추김치(3~4월)","8.75kcal","배추김치(3~4월)","8.75kcal","","","3194.85kcal"
"2021-03-17","요구르트 아이스크림 떠먹는형(02)","96kcal","우유(백색우유(200ML))","122kcal","","","","","3194.85kcal"
"2021-03-17","밥","363kcal","잡곡밥","381.33kcal","밥","381.15kcal","","","3194.85kcal"
"2021-03-17","두부맑은국(01)(05)","51.54kcal","한우갈비탕(05)(16)","419.88kcal","호박된장찌개(05)(06)","74.42kcal","","","3194.85kcal"
"2021-03-17","감자채볶음","121.15kcal","꽈리고추멸치볶음","142.54kcal","삼겹살구이(05)(06)(10)","799.68kcal","","","3194.85kcal"
"2021-03-17","참치김치볶음","96.17kcal","오징어젓무침(17)","32.07kcal","양배추쌈(05)(06)","67.83kcal","","","3194.85kcal"
"2021-03-18","불고기버거(01)(06)(10)(12)","833.01kcal","생우동(01)(05)(06)","474.55kcal","밥","381.15kcal","","","2810.26kcal"
"2021-03-18","우유(백색우유(200ML))","122kcal","야채튀김(06)","255.38kcal","버섯쇠고기찌개(05)(16)","50.26kcal","","","2810.26kcal"
"2021-03-18","","","배추김치(3~4월)","8.75kcal","햄슬라이스야채볶음(05)(06)(10)","175.36kcal","","","2810.26kcal"
"2021-03-18","","","우유(백색우유(200ML))","122kcal","삼치순살튀김(05)(06)","281.55kcal","","","2810.26kcal"
"2021-03-18","","","사이다","97.5kcal","배추김치(3~4월)","8.75kcal","","","2810.26kcal"
"2021-03-19","밥","363kcal","흑미밥","399.9kcal","잡곡밥","381.33kcal","","","3085.74kcal"
"2021-03-19","생선묵국(05)(06)","58.9kcal","감자수제비국(01)(05)(06)","66.42kcal","두부고추장찌개(05)(06)(10)","153.35kcal","","","3085.74kcal"
"2021-03-19","돼지고기김치볶음(06)(10)","232.93kcal","쭈꾸미볶음(06)","205.07kcal","쇠고기불고기(05)(06)(16)","159.94kcal","","","3085.74kcal"
"2021-03-19","맛김","5.25kcal","콩나물무침(05)(06)","37.73kcal","양배추쌈(05)(06)","67.83kcal","","","3085.74kcal"
"2021-03-19","깍두기(임가공)","28.59kcal","배추김치(3~4월)","8.75kcal","배추김치(3~4월)","8.75kcal","","","3085.74kcal"
"2021-03-19","우유(백색우유(200ML))","122kcal","유산균 발효 음료(02)","56kcal","라면(즉석 컵)(06)","730kcal","","","3085.74kcal"
"2021-03-20","닭죽(15)","478.79kcal","햄야채볶음밥(10)(12)","648.64kcal","밥","381.15kcal","","","2897.18kcal"
"2021-03-20","감자조림(05)(06)","145.67kcal","된장국(일품용)(05)","29.51kcal","김치찌개(05)(06)(10)","152.13kcal","","","2897.18kcal"
"2021-03-20","배추김치(3~4월)","8.75kcal","계란후라이(01)","153.36kcal","고추잡채(05)(06)(10)","205.03kcal","","","2897.18kcal"
"2021-03-20","우유(백색우유(200ML))","122kcal","배추김치(3~4월)","8.75kcal","떡볶이(05)(06)","294.41kcal","","","2897.18kcal"
"2021-03-20","","","음료수 탄산 과일","86.4kcal","깍두기(임가공)","28.59kcal","","","2897.18kcal"
"2021-03-20","","","","","우유 살균형(바나나)","154kcal","","","2897.18kcal"
"2021-03-21","밥","363kcal","밥","381.15kcal","자장밥(05)(06)(10)","509.95kcal","","","2573.11kcal"
"2021-03-21","감자양파찌개(05)(06)(10)","136.22kcal","햄소시지찌개(05)(06)(10)","206.66kcal","짬뽕찌개(01)(17)(18)","111.86kcal","","","2573.11kcal"
"2021-03-21","느타리버섯볶음(05)(06)(16)","69.67kcal","시금치된장무침(05)","32.41kcal","단무지무침","12.72kcal","","","2573.11kcal"
"2021-03-21","맛김","5.25kcal","감자샐러드(01)","122.07kcal","배추김치(3~4월)","8.75kcal","","","2573.11kcal"
"2021-03-21","배추김치(3~4월)","8.75kcal","배추김치(3~4월)","8.75kcal","감귤 주스(180㎖/병)","180kcal","","","2573.11kcal"
"2021-03-21","우유(백색우유(200ML))","122kcal","워터젤리","176.4kcal","","","","","2573.11kcal"
"2021-03-21","","","탄산음료","117.5kcal","","","","","2573.11kcal"
"2021-03-22","버섯된장찌개(05)(06)","75.39kcal","쇠고기미역국(05)(16)","42.28kcal","김치찌개(05)(06)(10)","152.13kcal","","","3083.56kcal"
"2021-03-22","비엔나소시지야채볶음(05)(06)(10)","333.55kcal","깐풍기(05)(06)(15)","366.62kcal","쇠고기파프리카볶음(05)(06)(16)","220.18kcal","","","3083.56kcal"
"2021-03-22","무나물","58.69kcal","깻잎무침(05)(06)","30.49kcal","두부양념장(05)(06)","89.66kcal","","","3083.56kcal"
"2021-03-22","배추김치(3~4월)","8.75kcal","배추김치(3~4월)","8.75kcal","깍두기(임가공)","28.59kcal","","","3083.56kcal"
"2021-03-22","","","우유(백색우유(200ML))","122kcal","건빵(개선품)(01)(02)(03)","249kcal","","","3083.56kcal"
"2021-03-22","","","","","감귤 주스(180㎖/병)","180kcal","","","3083.56kcal"
"2021-03-22","밥","381.15kcal","검은콩밥","355.18kcal","밥","381.15kcal","","","3083.56kcal"
"2021-03-23","햄치즈버거(01)(02)(06)(10)(12)","1196.12kcal","검은콩밥","355.18kcal","잡곡밥","381.33kcal","","","3945.89kcal"
"2021-03-23","우유(백색우유(200ML))","122kcal","버섯쇠고기찌개(05)(16)","50.26kcal","순두부찌개(01)(05)(10)(18)","105.88kcal","","","3945.89kcal"
"2021-03-23","","","갈치순살튀김(06)","347kcal","돼지고기수육(05)(06)(09)(10)","782.76kcal","","","3945.89kcal"
"2021-03-23","","","궁중닭찜(05)(06)(15)","343.22kcal","콩나물매운무침(05)","44kcal","","","3945.89kcal"
"2021-03-23","","","배추김치(3~4월)","8.75kcal","깍두기(임가공)","28.59kcal","","","3945.89kcal"
"2021-03-23","","","이온음료","58.8kcal","","","","","3945.89kcal"
"2021-03-23","","","우유(백색우유(200ML))","122kcal","","","","","3945.89kcal"
"2021-03-24","밥","363kcal","잡곡밥","381.33kcal","밥","381.15kcal","","","3123.66kcal"
"2021-03-24","생선묵국(05)(06)","58.9kcal","꼬꼬떡국(05)(15)","265.63kcal","콩나물국(05)(09)","19.58kcal","","","3123.66kcal"
"2021-03-24","돼지고기김치볶음(06)(10)","232.93kcal","낙지볶음(05)(06)","167.26kcal","닭강정(05)(06)(12)(15)","353.97kcal","","","3123.66kcal"
"2021-03-24","맛김","5.25kcal","시금치무침(05)(06)","32.25kcal","두부조림(05)(06)","273.32kcal","","","3123.66kcal"
"2021-03-24","깍두기(임가공)","28.59kcal","배추김치(3~4월)","8.75kcal","배추김치(3~4월)","8.75kcal","","","3123.66kcal"
"2021-03-24","우유(백색우유(200ML))","122kcal","요구르트 아이스크림 떠먹는형(02)","96kcal","즉석쌀국수(사골맛)","325kcal","","","3123.66kcal"
"2021-03-25","두부고추장찌개(05)(06)(10)","153.35kcal","전복삼계탕(15)(18)","630.43kcal","김치찌개(05)(06)(10)","152.13kcal","","","3436.06kcal"
"2021-03-25","새송이버섯야채볶음(05)(06)(10)","264.46kcal","꽈리고추멸치볶음","142.54kcal","만두튀김(01)(05)(06)(10)","402.02kcal","","","3436.06kcal"
"2021-03-25","감자조림(05)(06)","145.67kcal","오이양파장아찌(05)(06)","42.18kcal","계란찜(01)","109.44kcal","","","3436.06kcal"
"2021-03-25","배추김치(3~4월)","8.75kcal","갓김치","11.52kcal","깍두기(임가공)","28.59kcal","","","3436.06kcal"
"2021-03-25","우유(백색우유(200ML))","122kcal","사이다","97.5kcal","","","","","3436.06kcal"
"2021-03-25","밥","363kcal","잡곡밥","381.33kcal","밥","381.15kcal","","","3436.06kcal"
"2021-03-26","밥","363kcal","흑미밥","399.9kcal","잡곡밥","381.33kcal","","","2790.54kcal"
"2021-03-26","쇠고기육개장(01)(05)(16)","94.37kcal","조갯살미역국(05)(18)","40.63kcal","콩나물국(05)(09)","19.58kcal","","","2790.54kcal"
"2021-03-26","생선묵볶음(05)(06)","185.18kcal","쇠고기불고기(05)(06)(16)","159.94kcal","오징어볶음(05)(06)(17)","287.9kcal","","","2790.54kcal"
